election_id,prefecture,district_no,deposit_forfeit_point,source_page
r03-10-31,北海道,1,26092.300,106
r03-10-31,北海道,2,23662.800,106
r03-10-31,北海道,3,26179.200,106
r03-10-31,北海道,4,21795.600,106
r03-10-31,北海道,5,27659.400,106
r03-10-31,北海道,6,23184.900,106
r03-10-31,北海道,7,13927.300,106
r03-10-31,北海道,8,21423.600,106
r03-10-31,北海道,9,22035.400,106
r03-10-31,北海道,10,17956.100,107
r03-10-31,北海道,11,17687.400,107
r03-10-31,北海道,12,16709.500,107
r03-10-31,青森県,1,17366.400,107
r03-10-31,青森県,2,20501.200,107
r03-10-31,青森県,3,18202.600,107
r03-10-31,岩手県,1,16998.300,107
r03-10-31,岩手県,2,21940.500,107
r03-10-31,岩手県,3,22809.600,107
r03-10-31,宮城県,1,23482.000,108
r03-10-31,宮城県,2,23759.000,108
r03-10-31,宮城県,3,16233.700,108
r03-10-31,宮城県,4,13221.900,108
r03-10-31,宮城県,5,14244.300,108
r03-10-31,宮城県,6,14362.700,108
r03-10-31,秋田県,1,15032.600,108
r03-10-31,秋田県,2,15579.000,108
r03-10-31,秋田県,3,17285.200,108
r03-10-31,山形県,1,18456.000,109
r03-10-31,山形県,2,20373.400,109
r03-10-31,山形県,3,18697.800,109
r03-10-31,福島県,1,24169.400,109
r03-10-31,福島県,2,18813.900,109
r03-10-31,福島県,3,16675.900,109
r03-10-31,福島県,4,15046.700,109
r03-10-31,福島県,5,14894.400,109
r03-10-31,茨城県,1,20186.300,109
r03-10-31,茨城県,2,17193.400,109
r03-10-31,茨城県,3,20422.200,110
r03-10-31,茨城県,4,13943.400,110
r03-10-31,茨城県,5,12656.000,110
r03-10-31,茨城県,6,23927.300,110
r03-10-31,茨城県,7,15988.800,110
r03-10-31,栃木県,1,22289.800,110
r03-10-31,栃木県,2,13784.600,110
r03-10-31,栃木県,3,12222.400,110
r03-10-31,栃木県,4,21890.600,111
r03-10-31,栃木県,5,14009.300,111
r03-10-31,群馬県,1,19576.200,111
r03-10-31,群馬県,2,16434.000,111
r03-10-31,群馬県,3,15744.700,111
r03-10-31,群馬県,4,16204.100,111
r03-10-31,群馬県,5,16413.000,111
r03-10-31,埼玉県,1,25399.000,111
r03-10-31,埼玉県,2,23029.000,111
r03-10-31,埼玉県,3,23399.700,112
r03-10-31,埼玉県,4,20498.600,112
r03-10-31,埼玉県,5,22114.700,112
r03-10-31,埼玉県,6,23971.400,112
r03-10-31,埼玉県,7,22385.200,112
r03-10-31,埼玉県,8,20275.200,112
r03-10-31,埼玉県,9,21922.200,112
r03-10-31,埼玉県,10,18636.700,112
r03-10-31,埼玉県,11,18052.300,113
r03-10-31,埼玉県,12,20112.000,113
r03-10-31,埼玉県,13,20469.400,113
r03-10-31,埼玉県,14,21578.400,113
r03-10-31,埼玉県,15,22241.500,113
r03-10-31,千葉県,1,22845.100,113
r03-10-31,千葉県,2,24665.200,113
r03-10-31,千葉県,3,17212.700,113
r03-10-31,千葉県,4,23922.500,113
r03-10-31,千葉県,5,23842.100,114
r03-10-31,千葉県,6,19012.000,114
r03-10-31,千葉県,7,23193.900,114
r03-10-31,千葉県,8,22652.600,114
r03-10-31,千葉県,9,21006.300,114
r03-10-31,千葉県,10,17723.800,114
r03-10-31,千葉県,11,17152.700,114
r03-10-31,千葉県,12,19248.700,115
r03-10-31,千葉県,13,22238.700,115
r03-10-31,東京都,1,25412.100,115
r03-10-31,東京都,2,27460.300,115
r03-10-31,東京都,3,27236.200,115
r03-10-31,東京都,4,24988.500,115
r03-10-31,東京都,5,27145.100,115
r03-10-31,東京都,6,27484.500,115
r03-10-31,東京都,7,25289.600,116
r03-10-31,東京都,8,28348.500,116
r03-10-31,東京都,9,26770.600,116
r03-10-31,東京都,10,26285.300,116
r03-10-31,東京都,11,24504.300,116
r03-10-31,東京都,12,25329.100,116
r03-10-31,東京都,13,23456.200,117
r03-10-31,東京都,14,25111.100,117
r03-10-31,東京都,15,23832.000,117
r03-10-31,東京都,16,22952.800,117
r03-10-31,東京都,17,23805.600,117
r03-10-31,東京都,18,25912.300,118
r03-10-31,東京都,19,25858.000,118
r03-10-31,東京都,20,23122.600,118
r03-10-31,東京都,21,24705.000,118
r03-10-31,東京都,22,28026.000,118
r03-10-31,東京都,23,25993.800,118
r03-10-31,東京都,24,25476.200,118
r03-10-31,東京都,25,22142.100,118
r03-10-31,神奈川県,1,22245.300,119
r03-10-31,神奈川県,2,23904.600,119
r03-10-31,神奈川県,3,22687.400,119
r03-10-31,神奈川県,4,20238.800,119
r03-10-31,神奈川県,5,25490.700,119
r03-10-31,神奈川県,6,20849.900,119
r03-10-31,神奈川県,7,25339.400,119
r03-10-31,神奈川県,8,24888.800,119
r03-10-31,神奈川県,9,19774.400,120
r03-10-31,神奈川県,10,25327.800,120
r03-10-31,神奈川県,11,18647.700,120
r03-10-31,神奈川県,12,22392.500,120
r03-10-31,神奈川県,13,25471.900,120
r03-10-31,神奈川県,14,25147.000,120
r03-10-31,神奈川県,15,26539.200,120
r03-10-31,神奈川県,16,25195.400,120
r03-10-31,神奈川県,17,23732.300,120
r03-10-31,神奈川県,18,25231.700,121
r03-10-31,新潟県,1,24228.900,121
r03-10-31,新潟県,2,17598.200,121
r03-10-31,新潟県,3,19130.800,121
r03-10-31,新潟県,4,19475.000,121
r03-10-31,新潟県,5,17670.600,121
r03-10-31,新潟県,6,18293.900,121
r03-10-31,富山県,1,13847.000,121
r03-10-31,富山県,2,13059.300,122
r03-10-31,富山県,3,20603.200,122
r03-10-31,石川県,1,19140.500,122
r03-10-31,石川県,2,17471.300,122
r03-10-31,石川県,3,15902.700,122
r03-10-31,福井県,1,20801.600,122
r03-10-31,福井県,2,15168.900,122
r03-10-31,山梨県,1,24837.400,122
r03-10-31,山梨県,2,16050.400,122
r03-10-31,長野県,1,25038.500,123
r03-10-31,長野県,2,21337.500,123
r03-10-31,長野県,3,23292.400,123
r03-10-31,長野県,4,13888.400,123
r03-10-31,長野県,5,17813.800,123
r03-10-31,岐阜県,1,16597.800,123
r03-10-31,岐阜県,2,16530.800,123
r03-10-31,岐阜県,3,22597.300,123
r03-10-31,岐阜県,4,21636.900,123
r03-10-31,岐阜県,5,16941.200,124
r03-10-31,静岡県,1,19458.300,124
r03-10-31,静岡県,2,21451.000,124
r03-10-31,静岡県,3,21323.900,124
r03-10-31,静岡県,4,15790.000,124
r03-10-31,静岡県,5,24623.200,124
r03-10-31,静岡県,6,22602.200,124
r03-10-31,静岡県,7,19075.000,125
r03-10-31,静岡県,8,20461.800,125
r03-10-31,愛知県,1,19280.200,125
r03-10-31,愛知県,2,21081.500,125
r03-10-31,愛知県,3,22088.900,125
r03-10-31,愛知県,4,17843.000,125
r03-10-31,愛知県,5,20485.500,125
r03-10-31,愛知県,6,23337.900,125
r03-10-31,愛知県,7,26459.500,125
r03-10-31,愛知県,8,24236.300,126
r03-10-31,愛知県,9,22793.500,126
r03-10-31,愛知県,10,23167.700,126
r03-10-31,愛知県,11,22879.600,126
r03-10-31,愛知県,12,27061.900,126
r03-10-31,愛知県,13,25423.600,126
r03-10-31,愛知県,14,18131.100,126
r03-10-31,愛知県,15,19881.200,126
r03-10-31,三重県,1,19460.800,126
r03-10-31,三重県,2,21932.000,127
r03-10-31,三重県,3,22589.700,127
r03-10-31,三重県,4,17794.600,127
r03-10-31,滋賀県,1,18668.000,127
r03-10-31,滋賀県,2,14762.100,127
r03-10-31,滋賀県,3,15513.100,127
r03-10-31,滋賀県,4,15887.800,127
r03-10-31,京都府,1,21344.600,127
r03-10-31,京都府,2,14833.000,128
r03-10-31,京都府,3,18522.100,128
r03-10-31,京都府,4,21755.000,128
r03-10-31,京都府,5,13908.000,128
r03-10-31,京都府,6,25660.200,128
r03-10-31,大阪府,1,22293.600,128
r03-10-31,大阪府,2,24933.700,128
r03-10-31,大阪府,3,17805.100,128
r03-10-31,大阪府,4,23314.300,129
r03-10-31,大阪府,5,20041.600,129
r03-10-31,大阪府,6,19496.400,129
r03-10-31,大阪府,7,22604.000,129
r03-10-31,大阪府,8,19740.800,129
r03-10-31,大阪府,9,26445.600,129
r03-10-31,大阪府,10,20071.800,130
r03-10-31,大阪府,11,23659.500,130
r03-10-31,大阪府,12,18365.100,130
r03-10-31,大阪府,13,21016.000,130
r03-10-31,大阪府,14,22688.300,130
r03-10-31,大阪府,15,21231.800,130
r03-10-31,大阪府,16,16642.200,130
r03-10-31,大阪府,17,17611.900,130
r03-10-31,大阪府,18,22358.300,131
r03-10-31,大阪府,19,16171.200,131
r03-10-31,兵庫県,1,21316.600,131
r03-10-31,兵庫県,2,18346.300,131
r03-10-31,兵庫県,3,16841.400,131
r03-10-31,兵庫県,4,22542.900,131
r03-10-31,兵庫県,5,22278.400,131
r03-10-31,兵庫県,6,25442.000,132
r03-10-31,兵庫県,7,25356.700,132
r03-10-31,兵庫県,8,17059.600,132
r03-10-31,兵庫県,9,18614.500,132
r03-10-31,兵庫県,10,17572.100,132
r03-10-31,兵庫県,11,18920.600,132
r03-10-31,兵庫県,12,16397.200,132
r03-10-31,奈良県,1,23876.800,132
r03-10-31,奈良県,2,21946.900,133
r03-10-31,奈良県,3,18838.000,133
r03-10-31,和歌山県,1,16528.400,133
r03-10-31,和歌山県,2,13745.400,133
r03-10-31,和歌山県,3,14830.500,133
r03-10-31,鳥取県,1,12542.600,133
r03-10-31,鳥取県,2,13895.200,133
r03-10-31,島根県,1,16180.400,133
r03-10-31,島根県,2,17670.400,134
r03-10-31,岡山県,1,16542.800,134
r03-10-31,岡山県,2,14345.800,134
r03-10-31,岡山県,3,15463.700,134
r03-10-31,岡山県,4,17905.700,134
r03-10-31,岡山県,5,14067.300,134
r03-10-31,広島県,1,16574.600,134
r03-10-31,広島県,2,20406.500,134
r03-10-31,広島県,3,17767.400,135
r03-10-31,広島県,4,16201.200,135
r03-10-31,広島県,5,12922.200,135
r03-10-31,広島県,6,16295.400,135
r03-10-31,広島県,7,18570.300,135
r03-10-31,山口県,1,16956.600,135
r03-10-31,山口県,2,14285.000,135
r03-10-31,山口県,3,12605.600,135
r03-10-31,山口県,4,11538.000,136
r03-10-31,徳島県,1,19874.500,136
r03-10-31,徳島県,2,12920.300,136
r03-10-31,香川県,1,17698.200,136
r03-10-31,香川県,2,14886.400,136
r03-10-31,香川県,3,11837.400,136
r03-10-31,愛媛県,1,19672.400,136
r03-10-31,愛媛県,2,12673.900,136
r03-10-31,愛媛県,3,14786.300,137
r03-10-31,愛媛県,4,14315.300,137
r03-10-31,高知県,1,16298.700,137
r03-10-31,高知県,2,17519.600,137
r03-10-31,福岡県,1,20927.600,137
r03-10-31,福岡県,2,23794.200,137
r03-10-31,福岡県,3,23333.500,137
r03-10-31,福岡県,4,19429.400,137
r03-10-31,福岡県,5,23602.100,138
r03-10-31,福岡県,6,18587.400,138
r03-10-31,福岡県,7,14805.300,138
r03-10-31,福岡県,8,17597.100,138
r03-10-31,福岡県,9,19034.500,138
r03-10-31,福岡県,10,19191.200,138
r03-10-31,福岡県,11,13630.300,138
r03-10-31,佐賀県,1,18477.100,139
r03-10-31,佐賀県,2,20483.200,139
r03-10-31,長崎県,1,18168.400,139
r03-10-31,長崎県,2,16367.600,139
r03-10-31,長崎県,3,14072.900,139
r03-10-31,長崎県,4,13308.000,139
r03-10-31,熊本県,1,21521.300,139
r03-10-31,熊本県,2,18192.200,139
r03-10-31,熊本県,3,17589.900,139
r03-10-31,熊本県,4,22853.800,140
r03-10-31,大分県,1,19915.500,140
r03-10-31,大分県,2,15821.200,140
r03-10-31,大分県,3,17596.600,140
r03-10-31,宮崎県,1,18627.300,140
r03-10-31,宮崎県,2,15136.600,140
r03-10-31,宮崎県,3,13853.400,140
r03-10-31,鹿児島県,1,19048.300,140
r03-10-31,鹿児島県,2,19416.700,141
r03-10-31,鹿児島県,3,19316.300,141
r03-10-31,鹿児島県,4,18282.600,141
r03-10-31,沖縄県,1,14587.800,141
r03-10-31,沖縄県,2,15755.600,141
r03-10-31,沖縄県,3,16820.600,141
r03-10-31,沖縄県,4,15970.200,141
