election_id,tier,scope,block,prefecture,rate_male,rate_female,rate_total,prev_rate_male,prev_rate_female,prev_rate_total,diff_male,diff_female,diff_total,source_page
r03-10-31,smd,all,,北海道,59.42,58.24,58.79,60.85,59.82,60.30,-1.43,-1.58,-1.51,13
r03-10-31,smd,all,,青森県,53.67,52.27,52.93,54.60,53.79,54.17,-0.93,-1.52,-1.24,13
r03-10-31,smd,all,,岩手県,60.91,59.90,60.38,59.83,58.52,59.15,1.08,1.38,1.23,13
r03-10-31,smd,all,,宮城県,56.05,55.70,55.87,52.94,52.73,52.83,3.11,2.97,3.04,13
r03-10-31,smd,all,,秋田県,59.32,57.30,58.24,61.53,59.73,60.57,-2.21,-2.43,-2.33,13
r03-10-31,smd,all,,山形県,65.37,63.39,64.34,65.36,62.89,64.07,0.01,0.50,0.27,13
r03-10-31,smd,all,,福島県,58.14,57.88,58.01,56.93,56.47,56.69,1.21,1.41,1.32,13
r03-10-31,smd,all,,茨城県,53.09,52.01,52.54,52.26,50.81,51.53,0.83,1.20,1.01,13
r03-10-31,smd,all,,栃木県,53.78,52.36,53.06,52.63,50.69,51.65,1.15,1.67,1.41,13
r03-10-31,smd,all,,群馬県,54.28,53.51,53.89,52.76,51.21,51.97,1.52,2.30,1.92,13
r03-10-31,smd,all,,埼玉県,54.18,53.75,53.97,51.96,50.92,51.44,2.22,2.83,2.53,13
r03-10-31,smd,all,,千葉県,53.55,53.73,53.64,50.28,49.51,49.89,3.27,4.22,3.75,13
r03-10-31,smd,all,,東京都,56.93,57.48,57.21,53.73,53.55,53.64,3.20,3.93,3.57,13
r03-10-31,smd,all,,神奈川県,56.17,56.40,56.29,52.31,51.64,51.97,3.86,4.76,4.32,13
r03-10-31,smd,all,,新潟県,64.27,62.12,63.16,63.92,61.30,62.56,0.35,0.82,0.60,13
r03-10-31,smd,all,,富山県,56.59,54.84,55.68,55.14,52.96,54.00,1.45,1.88,1.68,13
r03-10-31,smd,all,,石川県,57.46,56.83,57.13,58.86,57.52,58.16,-1.40,-0.69,-1.03,13
r03-10-31,smd,all,,福井県,58.34,57.24,57.77,56.50,55.38,55.92,1.84,1.86,1.85,13
r03-10-31,smd,all,,山梨県,60.64,60.51,60.57,60.90,60.52,60.71,-0.26,-0.01,-0.14,13
r03-10-31,smd,all,,長野県,60.64,58.94,59.77,61.34,59.51,60.40,-0.70,-0.57,-0.63,13
r03-10-31,smd,all,,岐阜県,58.62,57.62,58.10,57.12,56.02,56.55,1.50,1.60,1.55,13
r03-10-31,smd,all,,静岡県,55.18,54.45,54.81,56.57,56.08,56.32,-1.39,-1.63,-1.51,13
