election_id,tier,period,party,votes,share_pct,source_page
r03-10-31,pr,current,自由民主党,19914883.000,34.66,29
r03-10-31,pr,current,立憲民主党,11492094.722,20.00,29
r03-10-31,pr,current,公明党,7114282.000,12.38,29
r03-10-31,pr,current,日本維新の会,8050830.000,14.01,29
r03-10-31,pr,current,日本共産党,4166076.000,7.25,29
r03-10-31,pr,current,国民民主党,2593396.241,4.51,29
r03-10-31,pr,current,ＮＨＫと裁判してる党弁護士法７２条違反で,796788.000,1.39,29
r03-10-31,pr,previous,自由民主党,18555717.000,33.28,29
r03-10-31,pr,previous,立憲民主党,,,29
r03-10-31,pr,previous,公明党,6977712.000,12.51,29
r03-10-31,pr,previous,日本維新の会,3387097.000,6.07,29
r03-10-31,pr,previous,日本共産党,4404081.000,7.90,29
r03-10-31,pr,previous,国民民主党,,,29
r03-10-31,pr,previous,ＮＨＫと裁判してる党弁護士法７２条違反で,,,29
r03-10-31,pr,diff,自由民主党,1359166.000,7.32,29
r03-10-31,pr,diff,立憲民主党,11492094.722,,29
r03-10-31,pr,diff,公明党,136570.000,1.96,29
r03-10-31,pr,diff,日本維新の会,4663733.000,137.69,29
r03-10-31,pr,diff,日本共産党,-238005.000,-5.40,29
r03-10-31,pr,diff,国民民主党,2593396.241,,29
r03-10-31,pr,diff,ＮＨＫと裁判してる党弁護士法７２条違反で,796788.000,,29
r03-10-31,pr,current,れいわ新選組,2215648.000,3.86,29
r03-10-31,pr,current,社会民主党,1018588.000,1.77,29
r03-10-31,pr,current,支持政党なし,46142.000,0.08,29
r03-10-31,pr,current,日本第一党,33661.000,0.06,29
r03-10-31,pr,current,新党やまと,16970.000,0.03,29
r03-10-31,pr,current,政権交代によるコロナ対策強化新党,6620.000,0.01,29
r03-10-31,pr,current,立憲民主党,,,29
r03-10-31,pr,previous,れいわ新選組,,,29
r03-10-31,pr,previous,社会民主党,941324.000,1.69,29
r03-10-31,pr,previous,支持政党なし,125019.000,0.22,29
r03-10-31,pr,previous,日本第一党,,,29
r03-10-31,pr,previous,新党やまと,,,29
r03-10-31,pr,previous,政権交代によるコロナ対策強化新党,,,29
r03-10-31,pr,previous,立憲民主党,11084890.000,19.88,29
r03-10-31,pr,diff,れいわ新選組,2215648.000,,29
r03-10-31,pr,diff,社会民主党,77264.000,8.21,29
r03-10-31,pr,diff,支持政党なし,-78877.000,-63.09,29
r03-10-31,pr,diff,日本第一党,33661.000,,29
r03-10-31,pr,diff,新党やまと,16970.000,,29
r03-10-31,pr,diff,政権交代によるコロナ対策強化新党,6620.000,,29
r03-10-31,pr,diff,立憲民主党,-11084890.000,-100.00,29
r03-10-31,pr,current,希望の党,,,30
r03-10-31,pr,current,諸派,,,30
r03-10-31,pr,current,__TOTAL__,57465978.963,100.00,30
r03-10-31,pr,previous,希望の党,9677524.000,17.36,30
r03-10-31,pr,previous,諸派,604188.000,1.08,30
r03-10-31,pr,previous,__TOTAL__,55757552.000,100.00,30
r03-10-31,pr,diff,希望の党,-9677524.000,-100.00,30
r03-10-31,pr,diff,諸派,-604188.000,-100.00,30
r03-10-31,pr,diff,__TOTAL__,1708426.963,3.06,30
