election_id,tier,scope,block,prefecture,electors_male,electors_female,electors_total,voters_male,voters_female,voters_total,abstainers_male,abstainers_female,abstainers_total,source_page
r03-10-31,smd,all,,北海道,2092137,2392029,4484166,1243079,1393229,2636308,849058,998800,1847858,11
r03-10-31,smd,all,,青森県,505635,573674,1079309,271385,299879,571264,234250,273795,508045,11
r03-10-31,smd,all,,岩手県,497259,542863,1040122,302893,325153,628046,194366,217710,412076,11
r03-10-31,smd,all,,宮城県,930742,994881,1925623,521723,554168,1075891,409019,440713,849732,11
r03-10-31,smd,all,,秋田県,393348,447585,840933,233352,256448,489800,159996,191137,351133,11
r03-10-31,smd,all,,山形県,434754,470837,905591,284187,298460,582647,150567,172377,322944,11
r03-10-31,smd,all,,福島県,767988,805414,1573402,446531,466204,912735,321457,339210,660667,11
r03-10-31,smd,all,,茨城県,1203732,1211236,2414968,639028,629907,1268935,564704,581329,1146033,11
r03-10-31,smd,all,,栃木県,808269,817019,1625288,434674,427757,862431,373595,389262,762857,11
r03-10-31,smd,all,,群馬県,794407,819717,1614124,431233,438597,869830,363174,381120,744294,11
r03-10-31,smd,all,,埼玉県,3056240,3092245,6148485,1655870,1662195,3318065,1400370,1430050,2830420,11
r03-10-31,smd,all,,千葉県,2611597,2654392,5265989,1398589,1426287,2824876,1213008,1228105,2441113,11
r03-10-31,smd,all,,東京都,5603824,5883011,11486835,3190222,3381319,6571541,2413602,2501692,4915294,11
r03-10-31,smd,all,,神奈川県,3819206,3883981,7703187,2145424,2190749,4336173,1673782,1693232,3367014,11
r03-10-31,smd,all,,新潟県,904647,971426,1876073,581392,603444,1184836,323255,367982,691237,11
r03-10-31,smd,all,,富山県,423589,456427,880016,239703,250294,489997,183886,206133,390019,11
r03-10-31,smd,all,,石川県,453141,491872,945013,260390,279541,539931,192751,212331,405082,11
r03-10-31,smd,all,,福井県,307782,330040,637822,179545,188918,368463,128237,141122,269359,11
r03-10-31,smd,all,,山梨県,335066,351634,686700,203175,212759,415934,131891,138875,270766,11
r03-10-31,smd,all,,長野県,839299,887956,1727255,508971,523390,1032361,330328,364566,694894,11
r03-10-31,smd,all,,岐阜県,798957,855010,1653967,468382,492632,961014,330575,362378,692953,11
r03-10-31,smd,all,,静岡県,1496806,1550657,3047463,826008,844394,1670402,670798,706263,1377061,11
r03-10-31,smd,all,,愛知県,3051359,3070605,6121964,1725312,1701132,3426444,1326047,1369473,2695520,11
r03-10-31,smd,all,,三重県,717460,761560,1479020,403205,427627,830832,314255,333933,648188,11
r03-10-31,smd,all,,滋賀県,563312,589775,1153087,325154,335890,661044,238158,253885,492043,11
r03-10-31,smd,all,,京都府,994328,1110630,2104958,564896,620634,1185530,429432,489996,919428,11
r03-10-31,smd,all,,大阪府,3480497,3835869,7316366,1929415,2182313,4111728,1551082,1653556,3204638,11
r03-10-31,smd,all,,兵庫県,2159364,2412779,4572143,1172393,1309950,2482343,986971,1102829,2089800,11
r03-10-31,smd,all,,奈良県,530618,603569,1134187,316367,354292,670659,214251,249277,463528,11
r03-10-31,smd,all,,和歌山県,374579,426357,800936,218967,247502,466469,155612,178855,334467,11
r03-10-31,smd,all,,鳥取県,220496,244883,465379,128315,142366,270681,92181,102517,194698,11
r03-10-31,smd,all,,島根県,266353,293633,559986,165851,178834,344685,100502,114799,215301,11
r03-10-31,smd,all,,岡山県,748483,820082,1568565,382440,416614,799054,366043,403468,769511,11
r03-10-31,smd,all,,広島県,1116672,1207640,2324312,583340,628308,1211648,533332,579332,1112664,11
r03-10-31,smd,all,,山口県,535736,604922,1140658,266067,300523,566590,269669,304399,574068,11
r03-10-31,smd,all,,徳島県,294914,327871,622785,159812,175616,335428,135102,152255,287357,11
r03-10-31,smd,all,,香川県,388371,423688,812059,218206,237290,455496,170165,186398,356563,11
r03-10-31,smd,all,,愛媛県,534548,606846,1141394,294596,332895,627491,239952,273951,513903,11
r03-10-31,smd,all,,高知県,278881,319139,598020,156074,186849,342923,122807,132290,255097,11
r03-10-31,smd,all,,福岡県,1977462,2250050,4227512,1028416,1175014,2203430,949046,1075036,2024082,11
r03-10-31,smd,all,,佐賀県,316242,358480,674722,185869,208798,394667,130373,149682,280055,11
