election_id,block,rank,party,votes,share_pct,is_total_row,source_page
h29-10-22,中国,8,幸福実現党,20701,0.65,false,41
h29-10-22,中国,,__TOTAL__,3187898,100.00,true,41
h29-10-22,四国,1,自由民主党,579225,35.92,false,42
h29-10-22,四国,2,希望の党,324106,20.10,false,42
h29-10-22,四国,3,公明党,236863,14.69,false,42
h29-10-22,四国,4,立憲民主党,232965,14.45,false,42
h29-10-22,四国,5,日本共産党,118826,7.37,false,42
h29-10-22,四国,6,日本維新の会,78500,4.87,false,42
h29-10-22,四国,7,社会民主党,29818,1.85,false,42
h29-10-22,四国,8,幸福実現党,12356,0.77,false,42
h29-10-22,四国,,__TOTAL__,1612659,100.00,true,42
h29-10-22,九州,1,自由民主党,2181754,33.81,false,43
h29-10-22,九州,2,希望の党,1168708,18.11,false,43
h29-10-22,九州,3,立憲民主党,1054589,16.34,false,43
h29-10-22,九州,4,公明党,1021227,15.82,false,43
h29-10-22,九州,5,日本共産党,421962,6.54,false,43
h29-10-22,九州,6,社会民主党,277704,4.30,false,43
h29-10-22,九州,7,日本維新の会,277203,4.30,false,43
h29-10-22,九州,8,幸福実現党,50293,0.78,false,43
h29-10-22,九州,,__TOTAL__,6453440,100.00,true,43
