election_id,block,prefecture,party,votes,source_page
h29-10-22,北海道,北海道,自由民主党,779903,29
h29-10-22,北海道,北海道,立憲民主党,714032,29
h29-10-22,北海道,北海道,希望の党,331463,29
h29-10-22,北海道,北海道,公明党,298573,29
h29-10-22,北海道,北海道,日本共産党,230316,29
h29-10-22,北海道,北海道,日本維新の会,74701,29
h29-10-22,東北,青森県,自由民主党,230610,29
h29-10-22,東北,青森県,立憲民主党,90558,29
h29-10-22,東北,青森県,希望の党,119824,29
h29-10-22,東北,青森県,公明党,63550,29
h29-10-22,東北,青森県,日本共産党,49018,29
h29-10-22,東北,青森県,日本維新の会,14747,29
h29-10-22,東北,岩手県,自由民主党,191440,29
h29-10-22,東北,岩手県,立憲民主党,120539,29
h29-10-22,東北,岩手県,希望の党,148425,29
h29-10-22,東北,岩手県,公明党,54680,29
h29-10-22,東北,岩手県,日本共産党,53604,29
h29-10-22,東北,岩手県,日本維新の会,14990,29
h29-10-22,東北,宮城県,自由民主党,349069,29
h29-10-22,東北,宮城県,立憲民主党,217832,29
h29-10-22,東北,宮城県,希望の党,163552,29
h29-10-22,東北,宮城県,公明党,118963,29
h29-10-22,東北,宮城県,日本共産党,74632,29
h29-10-22,東北,宮城県,日本維新の会,38134,29
h29-10-22,東北,秋田県,自由民主党,198609,29
h29-10-22,東北,秋田県,立憲民主党,69198,29
h29-10-22,東北,秋田県,希望の党,135610,29
h29-10-22,東北,秋田県,公明党,55288,29
h29-10-22,東北,秋田県,日本共産党,30024,29
h29-10-22,東北,秋田県,日本維新の会,13953,29
h29-10-22,東北,山形県,自由民主党,202065,29
h29-10-22,東北,山形県,立憲民主党,94143,29
h29-10-22,東北,山形県,希望の党,146388,29
h29-10-22,東北,山形県,公明党,70550,29
h29-10-22,東北,山形県,日本共産党,34153,29
h29-10-22,東北,山形県,日本維新の会,16873,29
h29-10-22,東北,福島県,自由民主党,282078,29
h29-10-22,東北,福島県,立憲民主党,168847,29
h29-10-22,東北,福島県,希望の党,199020,29
h29-10-22,東北,福島県,公明党,100709,29
h29-10-22,東北,福島県,日本共産党,69128,29
h29-10-22,東北,福島県,日本維新の会,28977,29
h29-10-22,東北,計,自由民主党,1453871,29
h29-10-22,東北,計,立憲民主党,761117,29
h29-10-22,東北,計,希望の党,912819,29
h29-10-22,東北,計,公明党,463740,29
h29-10-22,東北,計,日本共産党,310559,29
h29-10-22,東北,計,日本維新の会,127674,29
h29-10-22,北関東,茨城県,自由民主党,448438,29
h29-10-22,北関東,茨城県,立憲民主党,232253,29
h29-10-22,北関東,茨城県,希望の党,258618,29
h29-10-22,北関東,茨城県,公明党,169246,29
h29-10-22,北関東,茨城県,日本共産党,75329,29
h29-10-22,北関東,茨城県,日本維新の会,35004,29
h29-10-22,北関東,栃木県,自由民主党,293031,29
h29-10-22,北関東,栃木県,立憲民主党,174581,29
h29-10-22,北関東,栃木県,希望の党,185544,29
h29-10-22,北関東,栃木県,公明党,96019,29
h29-10-22,北関東,栃木県,日本共産党,42155,29
h29-10-22,北関東,栃木県,日本維新の会,26120,29
h29-10-22,北関東,群馬県,自由民主党,302554,29
h29-10-22,北関東,群馬県,立憲民主党,161927,29
h29-10-22,北関東,群馬県,希望の党,161401,29
h29-10-22,北関東,群馬県,公明党,101965,29
h29-10-22,北関東,群馬県,日本共産党,62406,29
h29-10-22,北関東,群馬県,日本維新の会,26360,29
h29-10-22,北関東,埼玉県,自由民主党,941970,29
h29-10-22,北関東,埼玉県,立憲民主党,748696,29
h29-10-22,北関東,埼玉県,希望の党,548591,29
h29-10-22,北関東,埼玉県,公明党,417441,29
h29-10-22,北関東,埼玉県,日本共産党,269735,29
h29-10-22,北関東,埼玉県,日本維新の会,115619,29
h29-10-22,北関東,計,自由民主党,1985993,29
h29-10-22,北関東,計,立憲民主党,1317457,29
h29-10-22,北関東,計,希望の党,1154154,29
h29-10-22,北関東,計,公明党,784671,29
h29-10-22,北関東,計,日本共産党,449625,29
h29-10-22,北関東,計,日本維新の会,203103,29
h29-10-22,南関東,千葉県,自由民主党,880887,29
h29-10-22,南関東,千葉県,立憲民主党,585221,29
h29-10-22,南関東,千葉県,希望の党,443858,29
h29-10-22,南関東,千葉県,公明党,310602,29
h29-10-22,南関東,千葉県,日本共産党,200798,29
h29-10-22,南関東,千葉県,日本維新の会,100962,29
h29-10-22,南関東,神奈川県,自由民主党,1333286,29
