election_id,block,party,divisor,quotient,seat_rank,source_page
h26-12-14,北海道,幸福実現党,1,12267,,75
h26-12-14,北海道,日本共産党,1,302251,6,75
h26-12-14,北海道,自由民主党,1,744748,1,75
h26-12-14,北海道,公明党,1,307534,5,75
h26-12-14,北海道,社会民主党,1,53604,,75
h26-12-14,北海道,民主党,1,688922,2,75
h26-12-14,北海道,維新の党,1,247342,8,75
h26-12-14,北海道,幸福実現党,2,6133.500,,75
h26-12-14,北海道,日本共産党,2,151125.500,,75
h26-12-14,北海道,自由民主党,2,372374,3,75
h26-12-14,北海道,公明党,2,153767,,75
h26-12-14,北海道,民主党,2,344461,4,75
h26-12-14,北海道,維新の党,2,123671,,75
h26-12-14,北海道,自由民主党,3,248249.333,7,75
h26-12-14,北海道,民主党,3,229640.667,,75
h26-12-14,北海道,維新の党,3,82447.333,,75
h26-12-14,北海道,自由民主党,4,186187,,75
h26-12-14,北海道,民主党,4,172230.500,,75
h26-12-14,北海道,自由民主党,5,148949.600,,75
h26-12-14,北海道,民主党,5,137784.400,,75
h26-12-14,北海道,自由民主党,6,124124.667,,75
h26-12-14,北海道,民主党,6,114820.333,,75
h26-12-14,北海道,自由民主党,7,106392.571,,75
h26-12-14,北海道,民主党,7,98417.429,,75
h26-12-14,北海道,民主党,8,86115.250,,75
h26-12-14,北海道,次世代の党,1,38342,,76
h26-12-14,北海道,支持政党なし,1,104854,,76
h26-12-14,北海道,支持政党なし,2,52427,,76
h26-12-14,東北,維新の党,1,499437,4,77
h26-12-14,東北,生活の党,1,181487,,77
h26-12-14,東北,公明党,1,431169,6,77
h26-12-14,東北,日本共産党,1,379811,8,77
h26-12-14,東北,民主党,1,863539,2,77
h26-12-14,東北,幸福実現党,1,18201,,77
h26-12-14,東北,自由民主党,1,1265372,1,77
h26-12-14,東北,維新の党,2,249718.500,12,77
h26-12-14,東北,生活の党,2,90743.500,,77
h26-12-14,東北,公明党,2,215584.500,14,77
h26-12-14,東北,日本共産党,2,189905.500,,77
h26-12-14,東北,民主党,2,431769.500,5,77
h26-12-14,東北,幸福実現党,2,9100.500,,77
h26-12-14,東北,自由民主党,2,632686,3,77
h26-12-14,東北,維新の党,3,166479,,77
h26-12-14,東北,民主党,3,287846.333,10,77
h26-12-14,東北,幸福実現党,3,6067,,77
h26-12-14,東北,自由民主党,3,421790.667,7,77
h26-12-14,東北,維新の党,4,124859.250,,77
h26-12-14,東北,民主党,4,215884.750,13,77
h26-12-14,東北,自由民主党,4,316343,9,77
h26-12-14,東北,民主党,5,172707.800,,77
h26-12-14,東北,自由民主党,5,253074.400,11,77
h26-12-14,東北,民主党,6,143923.167,,77
h26-12-14,東北,自由民主党,6,210895.333,,77
h26-12-14,東北,民主党,7,123362.714,,77
h26-12-14,東北,自由民主党,7,180767.429,,77
h26-12-14,東北,民主党,8,107942.375,,77
h26-12-14,東北,自由民主党,8,158171.500,,77
h26-12-14,東北,民主党,9,95948.778,,77
h26-12-14,東北,自由民主党,9,140596.889,,77
h26-12-14,東北,民主党,10,86353.900,,77
h26-12-14,東北,民主党,11,78503.545,,77
h26-12-14,東北,民主党,12,71961.583,,77
h26-12-14,東北,民主党,13,66426.077,,77
h26-12-14,東北,民主党,14,61681.357,,77
h26-12-14,東北,次世代の党,1,71026,,78
h26-12-14,東北,社会民主党,1,131857,,78
h26-12-14,北関東,民主党,1,1049602,2,79
h26-12-14,北関東,維新の党,1,816014,5,79
h26-12-14,北関東,次世代の党,1,167632,,79
h26-12-14,北関東,自由民主党,1,2034586,1,79
h26-12-14,北関東,日本共産党,1,686893,6,79
h26-12-14,北関東,生活の党,1,131013,,79
h26-12-14,北関東,公明党,1,868102,4,79
h26-12-14,北関東,民主党,2,524801,8,79
h26-12-14,北関東,維新の党,2,408007,11,79
h26-12-14,北関東,自由民主党,2,1017293,3,79
h26-12-14,北関東,日本共産党,2,343446.500,14,79
h26-12-14,北関東,公明党,2,434051,10,79
h26-12-14,北関東,民主党,3,349867.333,13,79
h26-12-14,北関東,維新の党,3,272004.667,18,79
h26-12-14,北関東,自由民主党,3,678195.333,7,79
h26-12-14,北関東,日本共産党,3,228964.333,,79
h26-12-14,北関東,公明党,3,289367.333,17,79
h26-12-14,北関東,民主党,4,262400.500,19,79
h26-12-14,北関東,維新の党,4,204003.500,,79
h26-12-14,北関東,自由民主党,4,508646.500,9,79
h26-12-14,北関東,日本共産党,4,171723.250,,79
h26-12-14,北関東,公明党,4,217025.500,,79
h26-12-14,北関東,民主党,5,209920.400,,79
h26-12-14,北関東,維新の党,5,163202.800,,79
h26-12-14,北関東,自由民主党,5,406917.200,12,79
h26-12-14,北関東,民主党,6,174933.667,,79
h26-12-14,北関東,維新の党,6,136002.333,,79
h26-12-14,北関東,自由民主党,6,339097.667,15,79
h26-12-14,北関東,民主党,7,149943.143,,79
h26-12-14,北関東,自由民主党,7,290655.143,16,79
h26-12-14,北関東,民主党,8,131200.250,,79
h26-12-14,北関東,自由民主党,8,254323.250,20,79
h26-12-14,北関東,民主党,9,116622.444,,79
h26-12-14,北関東,自由民主党,9,226065.111,,79
h26-12-14,北関東,民主党,10,104960.200,,79
h26-12-14,北関東,自由民主党,10,203458.600,,79
h26-12-14,北関東,民主党,11,95418.364,,79
h26-12-14,北関東,自由民主党,11,184962.364,,79
h26-12-14,北関東,民主党,12,87466.833,,79
h26-12-14,北関東,自由民主党,12,169548.833,,79
h26-12-14,北関東,民主党,13,80738.615,,79
h26-12-14,北関東,民主党,14,74971.571,,79
h26-12-14,北関東,民主党,15,69973.467,,79
h26-12-14,北関東,民主党,16,65600.125,,79
h26-12-14,北関東,民主党,17,61741.294,,79
h26-12-14,北関東,幸福実現党,1,24989,,80
h26-12-14,北関東,社会民主党,1,109038,,80
h26-12-14,北関東,幸福実現党,2,12494.500,,80
h26-12-14,北関東,幸福実現党,3,8329.667,,80
h26-12-14,北関東,幸福実現党,4,6247.250,,80
h26-12-14,南関東,生活の党,1,175431,,81
h26-12-14,南関東,公明党,1,875712,5,81
h26-12-14,南関東,幸福実現党,1,24052,,81
h26-12-14,南関東,民主党,1,1203572,2,81
h26-12-14,南関東,社会民主党,1,132542,,81
h26-12-14,南関東,維新の党,1,1053221,4,81
h26-12-14,南関東,次世代の党,1,236596,,81
h26-12-14,南関東,生活の党,2,87715.500,,81
h26-12-14,南関東,公明党,2,437856,12,81
h26-12-14,南関東,幸福実現党,2,12026,,81
h26-12-14,南関東,民主党,2,601786,8,81
h26-12-14,南関東,維新の党,2,526610.500,10,81
h26-12-14,南関東,次世代の党,2,118298,,81
h26-12-14,南関東,公明党,3,291904,19,81
h26-12-14,南関東,幸福実現党,3,8017.333,,81
h26-12-14,南関東,民主党,3,401190.667,14,81
h26-12-14,南関東,維新の党,3,351073.667,16,81
h26-12-14,南関東,次世代の党,3,78865.333,,81
h26-12-14,南関東,公明党,4,218928,,81
h26-12-14,南関東,幸福実現党,4,6013,,81
h26-12-14,南関東,民主党,4,300893,18,81
h26-12-14,南関東,維新の党,4,263305.250,22,81
h26-12-14,南関東,公明党,5,175142.400,,81
h26-12-14,南関東,幸福実現党,5,4810.400,,81
h26-12-14,南関東,民主党,5,240714.400,,81
h26-12-14,南関東,維新の党,5,210644.200,,81
h26-12-14,南関東,民主党,6,200595.333,,81
h26-12-14,南関東,維新の党,6,175536.833,,81
h26-12-14,南関東,民主党,7,171938.857,,81
h26-12-14,南関東,維新の党,7,150460.143,,81
h26-12-14,南関東,民主党,8,150446.500,,81
h26-12-14,南関東,維新の党,8,131652.625,,81
h26-12-14,南関東,民主党,9,133730.222,,81
h26-12-14,南関東,維新の党,9,117024.556,,81
h26-12-14,南関東,民主党,10,120357.200,,81
h26-12-14,南関東,維新の党,10,105322.100,,81
h26-12-14,南関東,民主党,11,109415.636,,81
h26-12-14,南関東,民主党,12,100297.667,,81
h26-12-14,南関東,民主党,13,92582.462,,81
h26-12-14,南関東,民主党,14,85969.429,,81
h26-12-14,南関東,民主党,15,80238.133,,81
h26-12-14,南関東,日本共産党,1,813634,6,82
h26-12-14,南関東,自由民主党,1,2321609,1,82
h26-12-14,南関東,日本共産党,2,406817,13,82
h26-12-14,南関東,自由民主党,2,1160804.500,3,82
h26-12-14,南関東,日本共産党,3,271211.333,21,82
h26-12-14,南関東,自由民主党,3,773869.667,7,82
h26-12-14,南関東,日本共産党,4,203408.500,,82
h26-12-14,南関東,自由民主党,4,580402.250,9,82
h26-12-14,南関東,日本共産党,5,162726.800,,82
h26-12-14,南関東,自由民主党,5,464321.800,11,82
h26-12-14,南関東,自由民主党,6,386934.833,15,82
h26-12-14,南関東,自由民主党,7,331658.429,17,82
h26-12-14,南関東,自由民主党,8,290201.125,20,82
h26-12-14,南関東,自由民主党,9,257956.556,,82
h26-12-14,南関東,自由民主党,10,232160.900,,82
h26-12-14,南関東,自由民主党,11,211055.364,,82
h26-12-14,南関東,自由民主党,12,193467.417,,82
h26-12-14,南関東,自由民主党,13,178585.308,,82
h26-12-14,南関東,自由民主党,14,165829.214,,82
h26-12-14,南関東,自由民主党,15,154773.933,,82
h26-12-14,南関東,自由民主党,16,145100.563,,82
h26-12-14,南関東,自由民主党,17,136565.235,,82
h26-12-14,東京都,自由民主党,1,1847986,1,83
h26-12-14,東京都,新党改革,1,16597,,83
h26-12-14,東京都,次世代の党,1,253107,,83
h26-12-14,東京都,民主党,1,939795,2,83
h26-12-14,東京都,公明党,1,700127,6,83
h26-12-14,東京都,社会民主党,1,129992,,83
h26-12-14,東京都,維新の党,1,816047,5,83
h26-12-14,東京都,自由民主党,2,923993,3,83
h26-12-14,東京都,新党改革,2,8298.500,,83
h26-12-14,東京都,次世代の党,2,126553.500,,83
h26-12-14,東京都,民主党,2,469897.500,8,83
h26-12-14,東京都,公明党,2,350063.500,13,83
h26-12-14,東京都,維新の党,2,408023.500,11,83
h26-12-14,東京都,自由民主党,3,615995.333,7,83
h26-12-14,東京都,新党改革,3,5532.333,,83
h26-12-14,東京都,次世代の党,3,84369,,83
h26-12-14,東京都,民主党,3,313265,14,83
h26-12-14,東京都,公明党,3,233375.667,,83
h26-12-14,東京都,維新の党,3,272015.667,17,83
h26-12-14,東京都,自由民主党,4,461996.500,9,83
h26-12-14,東京都,新党改革,4,4149.250,,83
h26-12-14,東京都,民主党,4,234948.750,,83
h26-12-14,東京都,公明党,4,175031.750,,83
h26-12-14,東京都,維新の党,4,204011.750,,83
h26-12-14,東京都,自由民主党,5,369597.200,12,83
h26-12-14,東京都,民主党,5,187959,,83
h26-12-14,東京都,維新の党,5,163209.400,,83
h26-12-14,東京都,自由民主党,6,307997.667,15,83
h26-12-14,東京都,民主党,6,156632.500,,83
h26-12-14,東京都,維新の党,6,136007.833,,83
h26-12-14,東京都,自由民主党,7,263998,,83
h26-12-14,東京都,民主党,7,134256.429,,83
h26-12-14,東京都,自由民主党,8,230998.250,,83
h26-12-14,東京都,民主党,8,117474.375,,83
h26-12-14,東京都,自由民主党,9,205331.778,,83
h26-12-14,東京都,民主党,9,104421.667,,83
h26-12-14,東京都,民主党,10,93979.500,,83
h26-12-14,東京都,民主党,11,85435.909,,83
h26-12-14,東京都,民主党,12,78316.250,,83
h26-12-14,東京都,民主党,13,72291.923,,83
h26-12-14,東京都,民主党,14,67128.214,,83
h26-12-14,東京都,民主党,15,62653,,83
h26-12-14,東京都,民主党,16,58737.188,,83
h26-12-14,東京都,民主党,17,55282.059,,83
h26-12-14,東京都,民主党,18,52210.833,,83
h26-12-14,東京都,民主党,19,49462.895,,83
h26-12-14,東京都,民主党,20,46989.750,,83
h26-12-14,東京都,民主党,21,44752.143,,83
h26-12-14,東京都,幸福実現党,1,17648,,84
h26-12-14,東京都,生活の党,1,156170,,84
h26-12-14,東京都,日本共産党,1,885927,4,84
h26-12-14,東京都,幸福実現党,2,8824,,84
h26-12-14,東京都,生活の党,2,78085,,84
h26-12-14,東京都,日本共産党,2,442963.500,10,84
h26-12-14,東京都,幸福実現党,3,5882.667,,84
h26-12-14,東京都,日本共産党,3,295309,16,84
h26-12-14,東京都,幸福実現党,4,4412,,84
h26-12-14,東京都,日本共産党,4,221481.750,,84
h26-12-14,東京都,日本共産党,5,177185.400,,84
h26-12-14,東京都,日本共産党,6,147654.500,,84
h26-12-14,北陸信越,日本共産党,1,315071,7,85
h26-12-14,北陸信越,民主党,1,690721,2,85
h26-12-14,北陸信越,社会民主党,1,99242,,85
h26-12-14,北陸信越,生活の党,1,75981,,85
h26-12-14,北陸信越,自由民主党,1,1122585,1,85
h26-12-14,北陸信越,維新の党,1,432249,4,85
h26-12-14,北陸信越,公明党,1,293194,8,85
h26-12-14,北陸信越,日本共産党,2,157535.500,,85
h26-12-14,北陸信越,民主党,2,345360.500,6,85
h26-12-14,北陸信越,社会民主党,2,49621,,85
h26-12-14,北陸信越,生活の党,2,37990.500,,85
h26-12-14,北陸信越,自由民主党,2,561292.500,3,85
h26-12-14,北陸信越,維新の党,2,216124.500,,85
h26-12-14,北陸信越,公明党,2,146597,,85
h26-12-14,北陸信越,民主党,3,230240.333,10,85
h26-12-14,北陸信越,自由民主党,3,374195,5,85
h26-12-14,北陸信越,維新の党,3,144083,,85
h26-12-14,北陸信越,民主党,4,172680.250,,85
h26-12-14,北陸信越,自由民主党,4,280646.250,9,85
h26-12-14,北陸信越,維新の党,4,108062.250,,85
h26-12-14,北陸信越,民主党,5,138144.200,,85
h26-12-14,北陸信越,自由民主党,5,224517,11,85
h26-12-14,北陸信越,民主党,6,115120.167,,85
h26-12-14,北陸信越,自由民主党,6,187097.500,,85
h26-12-14,北陸信越,民主党,7,98674.429,,85
h26-12-14,北陸信越,自由民主党,7,160369.286,,85
h26-12-14,北陸信越,民主党,8,86340.125,,85
h26-12-14,北陸信越,自由民主党,8,140323.125,,85
h26-12-14,北陸信越,民主党,9,76746.778,,85
h26-12-14,北陸信越,自由民主党,9,124731.667,,85
h26-12-14,北陸信越,民主党,10,69072.100,,85
h26-12-14,北陸信越,民主党,11,62792.818,,85
h26-12-14,北陸信越,民主党,12,57560.083,,85
h26-12-14,北陸信越,民主党,13,53132.385,,85
h26-12-14,北陸信越,幸福実現党,1,19619,,86
h26-12-14,北陸信越,幸福実現党,2,9809.500,,86
h26-12-14,北陸信越,幸福実現党,3,6539.667,,86
h26-12-14,東海,幸福実現党,1,41429,,87
