election_id,prefecture,district_no,order_in_district,elected,result_mark,name_display,name_kanji,name_kana,age,gender,party_raw,party,party_is_certified,status,occupation,votes,dual_candidacy,sekihai_rate,sekihai_excluded,source_page
h26-12-14,北海道,1,1,true,当,よこみち孝弘,横路孝弘,たかひろ,73,男,民主党,民主党,true,前,弁護士,116398,true,100.000,false,97
h26-12-14,北海道,1,2,false,落,のろた博之,野呂田博之,ひろゆき,56,男,日本共産党,日本共産党,true,新,日本共産党北海道１区政策委員長,32031,false,,false,97
h26-12-14,北海道,1,3,false,落,ふなはし利実,船橋利実,としみつ,54,男,自由民主党,自由民主党,true,前,自由民主党北海道第一選挙区支部長,105918,true,90.996,false,97
h26-12-14,北海道,1,4,false,落,いいだ佳宏,飯田佳宏,よしひろ,41,男,（無所属）,無所属,false,新,タメコ株式会社顧問・マーケティングアドバイザー,13444,false,,false,97
h26-12-14,北海道,2,1,true,当,よしかわ貴盛,吉川貴盛,たかもり,64,男,自由民主党,自由民主党,true,前,自由民主党北海道第二選挙区支部長,88667,true,100.000,false,97
h26-12-14,北海道,2,2,false,落,池田まき,池田真紀,いけだ,42,女,（無所属）,無所属,false,新,社会福祉士,46922,false,,false,97
h26-12-14,北海道,2,3,false,落,松木けんこう,松木謙公,まつき,55,男,維新の党,維新の党,true,元,会社役員,56375,true,63.581,false,97
h26-12-14,北海道,2,4,false,落,金倉まさとし,金倉昌俊,かなくら,40,男,日本共産党,日本共産党,true,新,政党役員,36277,true,40.914,false,97
h26-12-14,北海道,3,1,false,落,荒井さとし,荒井聰,あらい,68,男,民主党,民主党,true,前,政党役員,85591,true,92.382,false,97
h26-12-14,北海道,3,2,false,落,吉岡ひろ子,吉岡弘子,よしおかこ,63,女,日本共産党,日本共産党,true,新,政党役員,30271,false,,false,97
h26-12-14,北海道,3,3,false,落,こわだ康文,小和田康文,やすふみ,44,男,維新の党,維新の党,true,新,行政書士,26211,true,28.291,false,97
h26-12-14,北海道,3,4,true,当,高木ひろひさ,高木宏壽,たかぎ,54,男,自由民主党,自由民主党,true,前,自由民主党北海道第三選挙区支部長,92649,true,100.000,false,97
h26-12-14,北海道,4,1,false,落,はちろ吉雄,鉢呂吉雄,よしお,66,男,民主党,民主党,true,元,政党役員,70049,true,90.165,false,97
h26-12-14,北海道,4,2,false,落,酒井たかひろ,酒井隆裕,さかい,40,男,日本共産党,日本共産党,true,新,日本共産党道４区政策委員長,23532,false,,false,97
h26-12-14,北海道,4,3,true,当,中村ひろゆき,中村裕之,なかむら,53,男,自由民主党,自由民主党,true,前,選挙区支部長,77690,true,100.000,false,97
h26-12-14,北海道,5,1,false,落,鈴木龍次,,すずきりゅうじ,54,男,日本共産党,日本共産党,true,新,政党役員,31523,false,,false,97
h26-12-14,北海道,5,2,false,落,勝部けんじ,勝部賢志,かつべ,55,男,民主党,民主党,true,新,政党役員,94975,true,72.283,false,97
h26-12-14,北海道,5,3,true,当,町村信孝,,まちむらのぶたか,70,男,自由民主党,自由民主党,true,前,選挙区支部長,131394,true,100.000,false,97
h26-12-14,北海道,6,1,true,当,ささき隆博,佐々木隆博,たかひろ,65,男,民主党,民主党,true,元,農業,104595,true,100.000,false,97
h26-12-14,北海道,6,2,false,落,おぎう和敏,荻生和敏,かずとし,65,男,日本共産党,日本共産党,true,新,日本共産党北海道６区国政相談室長,24656,false,,false,97
h26-12-14,北海道,6,3,false,落,今津ひろし,今津寛,いまず,68,男,自由民主党,自由民主党,true,前,自由民主党北海道第６選挙区支部長,101748,true,97.278,false,97
h26-12-14,北海道,7,1,false,落,鈴木たかこ,鈴木貴子,すずき,28,女,民主党,民主党,true,前,政党役員,72056,true,99.689,false,97
h26-12-14,北海道,7,2,false,落,石川明美,,いしかわあけみ,63,男,日本共産党,日本共産党,true,新,政党役員,13218,false,,false,97
h26-12-14,北海道,7,3,true,当,伊東よしたか,伊東良孝,いとう,66,男,自由民主党,自由民主党,true,前,自由民主党北海道第七選挙区支部支部長,72281,true,100.000,false,97
h26-12-14,北海道,8,1,false,落,原田ゆうこう,原田有康,はらだ,66,男,日本共産党,日本共産党,true,新,日本共産党道南振興対策委員長,17465,false,,false,98
h26-12-14,北海道,8,2,true,当,おおさか誠二,坂誠二,せいじ,55,男,民主党,民主党,true,元,政党役員,97745,true,100.000,false,98
h26-12-14,北海道,8,3,false,落,まえだ一男,前田一男,かずお,48,男,自由民主党,自由民主党,true,前,選挙区支部長,91351,true,93.458,false,98
h26-12-14,北海道,9,1,false,落,山岡達丸,,やまおかたつまる,35,男,民主党,民主党,true,元,政党役員,86252,true,88.188,false,98
h26-12-14,北海道,9,2,false,落,くどう良一,工藤良一,りょういち,60,男,日本共産党,日本共産党,true,新,日本共産党北海道９区くらし雇用対策委員長,29841,false,,false,98
h26-12-14,北海道,9,3,true,当,ほりい学,堀井学,まなぶ,42,男,自由民主党,自由民主党,true,前,自由民主党北海道第九選挙区支部長,97805,true,100.000,false,98
h26-12-14,北海道,10,1,false,落,木村けんじ,木村賢治,きむら,63,男,日本共産党,日本共産党,true,新,日本共産党北海道１０区政策委員長,20803,false,,false,98
h26-12-14,北海道,10,2,false,落,神谷ひろし,神谷裕,かみや,46,男,民主党,民主党,true,新,無職,71219,true,82.123,false,98
h26-12-14,北海道,10,3,true,当,いなつ久,稲津久,ひさし,56,男,公明党,公明党,true,前,政党役員,86722,false,,false,98
h26-12-14,北海道,11,1,false,落,みつ夫,三津夫,たけお,68,男,民主党,民主党,true,新,政党役員,61405,true,70.485,false,98
h26-12-14,北海道,11,2,false,落,畑中ようすけ,畑中庸助,はたなか,63,男,日本共産党,日本共産党,true,新,政党役員,18303,false,,false,98
h26-12-14,北海道,11,3,true,当,中川ゆうこ,中川郁子,なかがわ,55,女,自由民主党,自由民主党,true,前,自由民主党北海道第十一選挙区支部長,87118,true,100.000,false,98
h26-12-14,北海道,12,1,false,落,水上みか,水上美華,みずかみ,32,女,民主党,民主党,true,新,政党役員,62035,true,67.169,false,98
h26-12-14,北海道,12,2,true,当,武部あらた,武部新,たけべ,44,男,自由民主党,自由民主党,true,前,自由民主党北海道第１２選挙区支部長,92357,true,100.000,false,98
h26-12-14,北海道,12,3,false,落,菅原まこと,菅原誠,すがわら,41,男,日本共産党,日本共産党,true,新,党北見地区副委員長,18451,false,,false,98
h26-12-14,青森県,1,1,true,当,つしま淳,津島淳,じゅん,48,男,自由民主党,自由民主党,true,前,自由民主党青森県第一選挙区支部長,66041,true,100.000,false,98
h26-12-14,青森県,1,2,false,落,よしまた洋,吉俣洋,よう,40,男,日本共産党,日本共産党,true,新,政党役員,18274,false,,false,98
h26-12-14,青森県,1,3,false,落,ますた世喜男,升田世喜男,せきお,57,男,維新の党,維新の党,true,新,会社役員,62254,true,94.265,false,98
h26-12-14,青森県,2,1,true,当,江渡あきのり,江渡聡徳,えと,59,男,自由民主党,自由民主党,true,前,自由民主党青森県第二選挙区支部長,81054,true,100.000,false,98
h26-12-14,青森県,2,2,false,落,中野渡のりこ,中野渡詔子,なかのわたり,44,女,維新の党,維新の党,true,元,維新の党衆議院青森第２選挙区支部長,28282,true,34.892,false,98
h26-12-14,青森県,2,3,false,落,小笠原良子,,おがさわらりょうこ,65,女,日本共産党,日本共産党,true,新,会社員,10775,false,,false,98
h26-12-14,青森県,3,1,false,落,たなぶまさよ,田名部匡代,,45,女,民主党,民主党,true,元,政党役員,49142,true,82.898,false,98
h26-12-14,青森県,3,2,true,当,大島理森,,おおしまただもり,68,男,自由民主党,自由民主党,true,前,農業,59280,true,100.000,false,98
h26-12-14,青森県,3,3,false,落,松橋三夫,,まつはしみつお,65,男,日本共産党,日本共産党,true,新,政党役員,7311,false,,false,98
h26-12-14,青森県,4,1,true,当,木村太郎,,きむらたろう,49,男,自由民主党,自由民主党,true,前,農業,79156,true,100.000,false,99
h26-12-14,青森県,4,2,false,落,山内たかし,山内崇,やまうち,59,男,民主党,民主党,true,新,政党役員,38106,true,48.140,false,99
h26-12-14,青森県,4,3,false,落,千葉こうき,千葉浩規,ちば,53,男,日本共産党,日本共産党,true,新,政党役員,15831,false,,false,99
h26-12-14,岩手県,1,1,false,落,細川光正,,ほそかわみつまさ,65,男,社会民主党,社会民主党,true,新,政党役員,9052,true,,true,99
h26-12-14,岩手県,1,2,true,当,しなたけし,階猛,,48,男,民主党,民主党,true,前,弁護士,76787,true,100.000,false,99
h26-12-14,岩手県,1,3,false,落,吉田恭子,,よしだきょうこ,33,女,日本共産党,日本共産党,true,新,政党役員,15374,false,,false,99
h26-12-14,岩手県,1,4,false,落,高橋ひなこ,高橋比奈子,たかはし,56,女,自由民主党,自由民主党,true,前,環境大臣政務官,46409,true,60.438,false,99
h26-12-14,岩手県,2,1,false,落,畑こうじ,畑浩治,はた,51,男,生活の党,生活の党,true,前,政党役員,62009,true,84.181,false,99
h26-12-14,岩手県,2,2,false,落,久保さちお,久保幸男,くぼ,56,男,日本共産党,日本共産党,true,新,政党役員,11289,false,,false,99
h26-12-14,岩手県,2,3,true,当,すずき俊一,鈴木俊一,しゅんいち,61,男,自由民主党,自由民主党,true,前,党岩手県支部連合会会長,73661,true,100.000,false,99
h26-12-14,岩手県,3,1,false,落,はしもとひでのり,橋本英教,,47,男,自由民主党,自由民主党,true,前,選挙区支部長,46165,true,57.462,false,99
h26-12-14,岩手県,3,2,true,当,きかわだ徹,黄川田徹,とおる,61,男,民主党,民主党,true,前,政党役員,80339,true,100.000,false,99
h26-12-14,岩手県,3,3,false,落,菊池ゆきお,菊池幸夫,きくち,55,男,日本共産党,日本共産党,true,新,政党役員,15328,false,,false,99
h26-12-14,岩手県,4,1,false,落,藤原たかし,藤原崇,ふじわら,31,男,自由民主党,自由民主党,true,前,弁護士,57824,true,76.798,false,99
h26-12-14,岩手県,4,2,false,落,高橋こうき,高橋綱記,たかはし,67,男,日本共産党,日本共産党,true,新,政党役員,24421,false,,false,99
h26-12-14,岩手県,4,3,true,当,小沢一郎,,おざわいちろう,72,男,生活の党,生活の党,true,前,政党役員,75293,true,100.000,false,99
h26-12-14,宮城県,1,1,true,当,土井とおる,土井亨,どい,56,男,自由民主党,自由民主党,true,前,自由民主党宮城県第一選挙区支部長,93345,true,100.000,false,99
h26-12-14,宮城県,1,2,false,落,松井秀明,,まついひであき,46,男,日本共産党,日本共産党,true,新,政党役員,25063,false,,false,99
h26-12-14,宮城県,1,3,false,落,郡和子,,こおりかずこ,57,女,民主党,民主党,true,前,政党役員,81113,true,86.895,false,99
h26-12-14,宮城県,2,1,false,落,ますもと照明,増元照明,てるあき,59,男,次世代の党,次世代の党,true,新,政党支部支部長,15228,true,,true,99
