election_id,tier,scope,block,prefecture,rate_male,rate_female,rate_total,prev_rate_male,prev_rate_female,prev_rate_total,diff_male,diff_female,diff_total,source_page
h26-12-14,smd,overseas,,神奈川県,25.47,18.06,21.82,27.35,19.78,23.69,-1.88,-1.72,-1.87,12
h26-12-14,smd,overseas,,新潟県,18.37,13.86,15.57,20.79,13.71,16.50,-2.42,0.15,-0.93,12
h26-12-14,smd,overseas,,富山県,13.95,11.15,12.52,16.67,12.78,14.80,-2.72,-1.63,-2.28,12
h26-12-14,smd,overseas,,石川県,16.76,12.73,14.29,16.58,9.89,12.61,0.18,2.84,1.68,12
h26-12-14,smd,overseas,,福井県,17.76,12.50,14.94,19.02,12.77,15.67,-1.26,-0.27,-0.73,12
h26-12-14,smd,overseas,,山梨県,13.31,11.45,12.30,15.65,10.15,12.72,-2.34,1.30,-0.42,12
h26-12-14,smd,overseas,,長野県,14.46,11.79,13.07,17.62,11.43,14.45,-3.16,0.36,-1.38,12
h26-12-14,smd,overseas,,岐阜県,16.91,15.54,16.14,18.78,14.77,16.62,-1.87,0.77,-0.48,12
h26-12-14,smd,overseas,,静岡県,18.48,14.06,16.24,20.82,15.29,18.07,-2.34,-1.23,-1.83,12
h26-12-14,smd,overseas,,愛知県,17.93,15.47,16.73,18.45,16.42,17.50,-0.52,-0.95,-0.77,12
h26-12-14,smd,overseas,,三重県,14.79,17.60,16.25,15.56,16.54,16.04,-0.77,1.06,0.21,12
h26-12-14,smd,overseas,,滋賀県,18.97,18.04,18.53,21.49,15.32,18.67,-2.52,2.72,-0.14,12
h26-12-14,smd,overseas,,京都府,21.29,20.62,20.93,23.40,19.53,21.30,-2.11,1.09,-0.37,12
h26-12-14,smd,overseas,,大阪府,22.38,17.65,19.80,24.22,17.83,20.80,-1.84,-0.18,-1.00,12
h26-12-14,smd,overseas,,兵庫県,22.48,19.61,20.93,23.85,18.93,21.24,-1.37,0.68,-0.31,12
h26-12-14,smd,overseas,,奈良県,19.64,18.44,18.99,19.85,17.15,18.45,-0.21,1.29,0.54,12
h26-12-14,smd,overseas,,和歌山県,12.98,7.97,9.98,13.12,7.93,10.10,-0.14,0.04,-0.12,12
h26-12-14,smd,overseas,,鳥取県,16.83,12.63,14.09,19.17,17.80,18.33,-2.34,-5.17,-4.24,12
h26-12-14,smd,overseas,,島根県,14.05,15.60,15.04,17.46,14.16,15.32,-3.41,1.44,-0.28,12
h26-12-14,smd,overseas,,岡山県,16.19,14.95,15.45,18.20,15.98,16.94,-2.01,-1.03,-1.49,12
h26-12-14,smd,overseas,,広島県,14.21,10.33,11.91,17.33,12.08,14.25,-3.12,-1.75,-2.34,12
h26-12-14,smd,overseas,,山口県,14.99,10.83,12.51,17.18,11.75,13.98,-2.19,-0.92,-1.47,12
h26-12-14,smd,overseas,,徳島県,12.98,9.50,10.88,18.12,15.17,16.39,-5.14,-5.67,-5.51,12
h26-12-14,smd,overseas,,香川県,18.67,10.17,13.99,17.37,11.26,14.13,1.30,-1.09,-0.14,12
h26-12-14,smd,overseas,,愛媛県,12.04,8.67,10.16,13.94,9.17,11.31,-1.90,-0.50,-1.15,12
h26-12-14,smd,overseas,,高知県,6.96,6.28,6.57,9.79,6.26,7.78,-2.83,0.02,-1.21,12
h26-12-14,smd,overseas,,福岡県,13.66,11.70,12.48,15.95,15.06,15.42,-2.29,-3.36,-2.94,12
h26-12-14,smd,overseas,,佐賀県,9.52,10.56,10.13,9.65,8.86,9.20,-0.13,1.70,0.93,12
h26-12-14,smd,overseas,,長崎県,11.14,7.45,8.80,12.61,9.40,10.60,-1.47,-1.95,-1.80,12
h26-12-14,smd,overseas,,熊本県,5.51,6.46,6.05,7.67,6.39,6.95,-2.16,0.07,-0.90,12
h26-12-14,smd,overseas,,大分県,18.62,14.10,15.82,20.41,13.38,16.08,-1.79,0.72,-0.26,12
h26-12-14,smd,overseas,,宮崎県,14.03,9.44,11.19,13.45,9.48,11.03,0.58,-0.04,0.16,12
h26-12-14,smd,overseas,,鹿児島県,9.46,8.24,8.76,11.52,10.38,10.88,-2.06,-2.14,-2.12,12
h26-12-14,smd,overseas,,沖縄県,3.33,3.59,3.47,3.91,3.35,3.59,-0.58,0.24,-0.12,12
h26-12-14,smd,overseas,,合計,21.13,16.11,18.46,23.26,17.01,20.00,-2.13,-0.90,-1.54,12
h26-12-14,pr,all,北海道,北海道,57.88,55.00,56.34,60.15,57.48,58.72,-2.27,-2.48,-2.38,14
h26-12-14,pr,all,東北,青森県,48.72,45.15,46.81,55.85,52.70,54.17,-7.13,-7.55,-7.36,14
h26-12-14,pr,all,東北,岩手県,57.88,54.73,56.22,63.14,60.35,61.67,-5.26,-5.62,-5.45,14
h26-12-14,pr,all,東北,宮城県,50.54,47.90,49.17,56.68,53.89,55.23,-6.14,-5.99,-6.06,14
h26-12-14,pr,all,東北,秋田県,57.80,53.97,55.75,65.23,61.47,63.22,-7.43,-7.50,-7.47,14
h26-12-14,pr,all,東北,山形県,61.53,56.95,59.13,66.96,62.91,64.83,-5.43,-5.96,-5.70,14
h26-12-14,pr,all,東北,福島県,53.47,51.60,52.51,59.82,57.96,58.85,-6.35,-6.36,-6.34,14
h26-12-14,pr,all,東北,計,54.15,51.10,52.55,60.44,57.54,58.92,-6.29,-6.44,-6.37,14
h26-12-14,pr,all,北関東,茨城県,56.10,54.38,55.24,59.89,57.81,58.84,-3.79,-3.43,-3.60,14
h26-12-14,pr,all,北関東,栃木県,51.59,48.64,50.10,56.21,53.27,54.72,-4.62,-4.63,-4.62,14
h26-12-14,pr,all,北関東,群馬県,52.86,50.61,51.71,58.57,56.13,57.33,-5.71,-5.52,-5.62,14
h26-12-14,pr,all,北関東,埼玉県,52.96,50.97,51.97,58.32,56.48,57.40,-5.36,-5.51,-5.43,14
h26-12-14,pr,all,北関東,計,53.41,51.31,52.35,58.39,56.25,57.32,-4.98,-4.94,-4.97,14
h26-12-14,pr,all,南関東,千葉県,51.97,50.49,51.23,59.04,57.92,58.48,-7.07,-7.43,-7.25,14
h26-12-14,pr,all,南関東,神奈川県,54.58,53.18,53.88,60.41,59.31,59.86,-5.83,-6.13,-5.98,14
h26-12-14,pr,all,南関東,山梨県,59.56,58.80,59.17,64.18,63.18,63.67,-4.62,-4.38,-4.50,14
h26-12-14,pr,all,南関東,計,53.83,52.44,53.13,60.08,58.99,59.53,-6.25,-6.55,-6.40,14
h26-12-14,pr,all,東京都,東京都,54.88,53.85,54.36,62.24,62.17,62.20,-7.36,-8.32,-7.84,14
h26-12-14,pr,all,北陸信越,新潟県,55.42,50.19,52.70,62.33,57.19,59.66,-6.91,-7.00,-6.96,14
h26-12-14,pr,all,北陸信越,富山県,49.72,45.39,47.45,58.99,54.96,56.88,-9.27,-9.57,-9.43,14
h26-12-14,pr,all,北陸信越,石川県,51.05,47.44,49.16,63.19,60.75,61.91,-12.14,-13.31,-12.75,14
h26-12-14,pr,all,北陸信越,福井県,51.80,48.33,49.99,63.38,60.22,61.74,-11.58,-11.89,-11.75,14
h26-12-14,pr,all,北陸信越,長野県,57.24,53.82,55.47,64.96,61.87,63.36,-7.72,-8.05,-7.89,14
h26-12-14,pr,all,北陸信越,計,54.07,49.89,51.90,62.84,59.04,60.86,-8.77,-9.15,-8.96,14
h26-12-14,pr,all,東海,岐阜県,54.25,51.68,52.91,63.00,61.15,62.04,-8.75,-9.47,-9.13,14
h26-12-14,pr,all,東海,静岡県,56.46,54.77,55.60,62.33,61.18,61.74,-5.87,-6.41,-6.14,14
h26-12-14,pr,all,東海,愛知県,55.39,52.99,54.19,60.23,57.92,59.07,-4.84,-4.93,-4.88,14
h26-12-14,pr,all,東海,三重県,56.88,55.55,56.20,61.89,60.72,61.28,-5.01,-5.17,-5.08,14
h26-12-14,pr,all,東海,計,55.69,53.58,54.62,61.34,59.56,60.43,-5.65,-5.98,-5.81,14
h26-12-14,pr,all,近畿,滋賀県,55.17,52.47,53.78,62.72,60.81,61.74,-7.55,-8.34,-7.96,14
h26-12-14,pr,all,近畿,京都府,52.74,49.40,50.98,59.79,56.87,58.25,-7.05,-7.47,-7.27,14
h26-12-14,pr,all,近畿,大阪府,51.05,50.32,50.67,58.42,58.31,58.37,-7.37,-7.99,-7.70,14
h26-12-14,pr,all,近畿,兵庫県,51.95,49.87,50.85,59.49,57.77,58.58,-7.54,-7.90,-7.73,14
h26-12-14,pr,all,近畿,奈良県,57.19,54.18,55.59,64.37,62.04,63.14,-7.18,-7.86,-7.55,14
h26-12-14,pr,all,近畿,和歌山県,51.98,50.23,51.05,62.19,60.65,61.37,-10.21,-10.42,-10.32,14
h26-12-14,pr,all,近畿,計,52.24,50.49,51.32,59.75,58.53,59.11,-7.51,-8.04,-7.79,14
h26-12-14,pr,all,中国,鳥取県,55.19,53.63,54.37,63.32,62.55,62.91,-8.13,-8.92,-8.54,14
h26-12-14,pr,all,中国,島根県,60.55,58.06,59.23,66.91,64.69,65.74,-6.36,-6.63,-6.51,14
h26-12-14,pr,all,中国,岡山県,51.38,49.90,50.60,56.08,54.53,55.27,-4.70,-4.63,-4.67,14
h26-12-14,pr,all,中国,広島県,50.80,49.30,50.01,57.48,56.10,56.76,-6.68,-6.80,-6.75,14
h26-12-14,pr,all,中国,山口県,53.28,52.87,53.06,60.10,59.96,60.02,-6.82,-7.09,-6.96,14
h26-12-14,pr,all,中国,計,52.67,51.33,51.96,58.97,57.79,58.35,-6.30,-6.46,-6.39,14
h26-12-14,pr,all,四国,徳島県,48.18,46.34,47.20,58.64,57.06,57.80,-10.46,-10.72,-10.60,14
h26-12-14,pr,all,四国,香川県,51.49,49.72,50.56,59.66,58.47,59.03,-8.17,-8.75,-8.47,14
h26-12-14,pr,all,四国,愛媛県,50.59,49.11,49.80,60.15,59.02,59.55,-9.56,-9.91,-9.75,14
h26-12-14,pr,all,四国,高知県,50.70,51.21,50.97,53.56,54.16,53.88,-2.86,-2.95,-2.91,14
h26-12-14,pr,all,四国,計,50.36,49.12,49.70,58.48,57.56,57.99,-8.12,-8.44,-8.29,14
h26-12-14,pr,all,九州,福岡県,49.23,48.44,48.81,57.56,57.14,57.33,-8.33,-8.70,-8.52,14
h26-12-14,pr,all,九州,佐賀県,58.29,57.31,57.77,62.46,61.34,61.86,-4.17,-4.03,-4.09,14
h26-12-14,pr,all,九州,長崎県,52.20,50.20,51.12,60.83,59.49,60.10,-8.63,-9.29,-8.98,14
h26-12-14,pr,all,九州,熊本県,51.11,49.14,50.06,59.59,57.60,58.52,-8.48,-8.46,-8.46,14
h26-12-14,pr,all,九州,大分県,56.67,55.60,56.10,62.60,61.77,62.15,-5.93,-6.17,-6.05,14
h26-12-14,pr,all,九州,宮崎県,50.33,49.44,49.85,56.51,54.97,55.68,-6.18,-5.53,-5.83,14
h26-12-14,pr,all,九州,鹿児島県,51.67,49.44,50.47,58.06,55.69,56.79,-6.39,-6.25,-6.32,14
h26-12-14,pr,all,九州,沖縄県,52.85,51.82,52.32,56.27,55.63,55.94,-3.42,-3.81,-3.62,14
h26-12-14,pr,all,九州,計,51.60,50.31,50.91,58.68,57.58,58.10,-7.08,-7.27,-7.19,14
h26-12-14,pr,all,,合計,53.65,51.71,52.65,60.13,58.55,59.31,-6.48,-6.84,-6.66,14
h26-12-14,pr,overseas,北海道,北海道,16.07,13.88,14.80,16.80,13.70,15.03,-0.73,0.18,-0.23,16
h26-12-14,pr,overseas,東北,青森県,14.97,10.00,11.70,12.35,7.10,8.91,2.62,2.90,2.79,16
h26-12-14,pr,overseas,東北,岩手県,18.44,8.91,12.77,17.32,12.33,14.38,1.12,-3.42,-1.61,16
h26-12-14,pr,overseas,東北,宮城県,13.63,11.36,12.29,16.50,13.16,14.56,-2.87,-1.80,-2.27,16
h26-12-14,pr,overseas,東北,秋田県,12.92,13.57,13.30,13.04,12.06,12.47,-0.12,1.51,0.83,16
h26-12-14,pr,overseas,東北,山形県,13.43,10.34,11.69,15.31,10.63,12.76,-1.88,-0.29,-1.07,16
h26-12-14,pr,overseas,東北,福島県,12.18,9.73,10.86,11.24,10.31,10.75,0.94,-0.58,0.11,16
h26-12-14,pr,overseas,東北,計,13.79,10.50,11.88,14.09,11.12,12.40,-0.30,-0.62,-0.52,16
h26-12-14,pr,overseas,北関東,茨城県,22.38,16.43,19.27,24.79,16.82,20.74,-2.41,-0.39,-1.47,16
h26-12-14,pr,overseas,北関東,栃木県,17.21,16.30,16.75,19.50,15.51,17.51,-2.29,0.79,-0.76,16
h26-12-14,pr,overseas,北関東,群馬県,14.65,12.78,13.62,17.53,13.10,15.19,-2.88,-0.32,-1.57,16
h26-12-14,pr,overseas,北関東,埼玉県,23.54,20.26,21.88,27.96,21.47,24.75,-4.42,-1.21,-2.87,16
h26-12-14,pr,overseas,北関東,計,21.50,18.10,19.75,25.11,18.78,21.93,-3.61,-0.68,-2.18,16
h26-12-14,pr,overseas,南関東,千葉県,26.15,20.27,23.26,28.58,20.64,24.82,-2.43,-0.37,-1.56,16
h26-12-14,pr,overseas,南関東,神奈川県,25.69,18.39,22.09,27.61,20.18,24.02,-1.92,-1.79,-1.93,16
h26-12-14,pr,overseas,南関東,山梨県,13.31,12.65,12.95,15.99,11.34,13.51,-2.68,1.31,-0.56,16
h26-12-14,pr,overseas,南関東,計,25.47,18.79,22.16,27.58,20.00,23.92,-2.11,-1.21,-1.76,16
h26-12-14,pr,overseas,東京都,東京都,28.82,22.34,25.49,32.08,24.54,28.29,-3.26,-2.20,-2.80,16
h26-12-14,pr,overseas,北陸信越,新潟県,18.62,14.33,15.96,20.79,14.35,16.89,-2.17,-0.02,-0.93,16
h26-12-14,pr,overseas,北陸信越,富山県,14.73,11.90,13.28,17.01,13.16,15.16,-2.28,-1.26,-1.88,16
h26-12-14,pr,overseas,北陸信越,石川県,16.76,13.45,14.73,16.58,10.62,13.04,0.18,2.83,1.69,16
h26-12-14,pr,overseas,北陸信越,福井県,18.42,13.64,15.85,19.02,13.30,15.95,-0.60,0.34,-0.10,16
h26-12-14,pr,overseas,北陸信越,長野県,14.74,12.55,13.59,17.89,12.05,14.89,-3.15,0.50,-1.30,16
h26-12-14,pr,overseas,北陸信越,計,16.17,13.20,14.51,18.36,12.78,15.33,-2.19,0.42,-0.82,16
h26-12-14,pr,overseas,東海,岐阜県,16.91,16.10,16.46,19.20,15.32,17.10,-2.29,0.78,-0.64,16
h26-12-14,pr,overseas,東海,静岡県,18.96,14.59,16.74,21.12,15.66,18.41,-2.16,-1.07,-1.67,16
h26-12-14,pr,overseas,東海,愛知県,18.09,16.00,17.08,18.83,17.16,18.05,-0.74,-1.16,-0.97,16
h26-12-14,pr,overseas,東海,三重県,15.00,18.18,16.65,15.94,16.54,16.23,-0.94,1.64,0.42,16
h26-12-14,pr,overseas,東海,計,17.90,15.86,16.87,19.18,16.45,17.85,-1.28,-0.59,-0.98,16
h26-12-14,pr,overseas,近畿,滋賀県,19.44,18.04,18.77,21.49,16.13,19.04,-2.05,1.91,-0.27,16
h26-12-14,pr,overseas,近畿,京都府,21.42,21.05,21.22,23.65,19.85,21.59,-2.23,1.20,-0.37,16
h26-12-14,pr,overseas,近畿,大阪府,22.86,18.13,20.28,24.51,18.37,21.22,-1.65,-0.24,-0.94,16
h26-12-14,pr,overseas,近畿,兵庫県,22.72,19.98,21.24,23.85,19.36,21.47,-1.13,0.62,-0.23,16
h26-12-14,pr,overseas,近畿,奈良県,19.90,18.66,19.23,20.34,17.82,19.03,-0.44,0.84,0.20,16
h26-12-14,pr,overseas,近畿,和歌山県,12.98,9.25,10.75,13.48,9.72,11.29,-0.50,-0.47,-0.54,16
h26-12-14,pr,overseas,近畿,計,21.72,18.57,20.02,23.18,18.19,20.53,-1.46,0.38,-0.51,16
h26-12-14,pr,overseas,中国,鳥取県,16.83,12.63,14.09,19.17,17.80,18.33,-2.34,-5.17,-4.24,16
h26-12-14,pr,overseas,中国,島根県,14.05,16.51,15.63,17.46,15.45,16.16,-3.41,1.06,-0.53,16
h26-12-14,pr,overseas,中国,岡山県,16.19,14.95,15.45,18.44,15.98,17.04,-2.25,-1.03,-1.59,16
h26-12-14,pr,overseas,中国,広島県,14.61,11.16,12.57,17.72,12.64,14.74,-3.11,-1.48,-2.17,16
h26-12-14,pr,overseas,中国,山口県,14.99,11.00,12.61,18.62,12.42,14.96,-3.63,-1.42,-2.35,16
h26-12-14,pr,overseas,中国,計,15.13,12.48,13.54,18.17,13.90,15.65,-3.04,-1.42,-2.11,16
h26-12-14,pr,overseas,四国,徳島県,12.98,10.00,11.18,18.79,15.17,16.67,-5.81,-5.17,-5.49,16
h26-12-14,pr,overseas,四国,香川県,18.26,10.17,13.81,17.37,11.95,14.49,0.89,-1.78,-0.68,16
h26-12-14,pr,overseas,四国,愛媛県,12.32,9.56,10.78,13.94,9.83,11.67,-1.62,-0.27,-0.89,16
h26-12-14,pr,overseas,四国,高知県,7.59,7.21,7.37,10.09,7.42,8.58,-2.50,-0.21,-1.21,16
h26-12-14,pr,overseas,四国,計,12.34,9.02,10.45,14.26,10.34,12.08,-1.92,-1.32,-1.63,16
h26-12-14,pr,overseas,九州,福岡県,13.92,12.64,13.15,16.03,15.24,15.56,-2.11,-2.60,-2.41,16
h26-12-14,pr,overseas,九州,佐賀県,9.92,11.11,10.62,9.65,9.14,9.36,0.27,1.97,1.26,16
h26-12-14,pr,overseas,九州,長崎県,11.75,9.19,10.12,13.18,10.26,11.35,-1.43,-1.07,-1.23,16
h26-12-14,pr,overseas,九州,熊本県,5.91,7.24,6.67,8.30,7.26,7.71,-2.39,-0.02,-1.04,16
h26-12-14,pr,overseas,九州,大分県,19.15,14.43,16.23,20.92,13.69,16.47,-1.77,0.74,-0.24,16
h26-12-14,pr,overseas,九州,宮崎県,14.03,10.56,11.88,13.90,10.63,11.91,0.13,-0.07,-0.03,16
h26-12-14,pr,overseas,九州,鹿児島県,10.04,9.39,9.67,12.45,12.38,12.41,-2.41,-2.99,-2.74,16
h26-12-14,pr,overseas,九州,沖縄県,3.57,3.68,3.63,3.97,3.80,3.87,-0.40,-0.12,-0.24,16
h26-12-14,pr,overseas,九州,計,8.79,8.44,8.59,10.15,9.34,9.68,-1.36,-0.90,-1.09,16
h26-12-14,pr,overseas,,合計,21.40,16.64,18.87,23.52,17.54,20.41,-2.12,-0.90,-1.54,16
