election_id,tier,period,party,votes,share_pct,source_page
h26-12-14,pr,current,自由民主党,17658916,33.11,25
h26-12-14,pr,current,民主党,9775991,18.33,25
h26-12-14,pr,current,維新の党,8382699,15.72,25
h26-12-14,pr,current,公明党,7314236,13.71,25
h26-12-14,pr,current,日本共産党,6062962,11.37,25
h26-12-14,pr,current,次世代の党,1414919,2.65,25
h26-12-14,pr,current,社会民主党,1314441,2.46,25
h26-12-14,pr,previous,自由民主党,16624457,27.62,25
h26-12-14,pr,previous,民主党,9628653,16.00,25
h26-12-14,pr,previous,維新の党,,,25
h26-12-14,pr,previous,公明党,7116474,11.83,25
h26-12-14,pr,previous,日本共産党,3689159,6.13,25
h26-12-14,pr,previous,次世代の党,,,25
h26-12-14,pr,previous,社会民主党,1420790,2.36,25
h26-12-14,pr,diff,自由民主党,1034459,6.22,25
h26-12-14,pr,diff,民主党,147338,1.53,25
h26-12-14,pr,diff,維新の党,8382699,,25
h26-12-14,pr,diff,公明党,197762,2.78,25
h26-12-14,pr,diff,日本共産党,2373803,64.35,25
h26-12-14,pr,diff,次世代の党,1414919,,25
h26-12-14,pr,diff,社会民主党,-106349,-7.49,25
h26-12-14,pr,current,生活の党,1028721,1.93,25
h26-12-14,pr,current,新党改革,16597,0.03,25
h26-12-14,pr,current,幸福実現党,260111,0.49,25
h26-12-14,pr,current,支持政党なし,104854,0.20,25
h26-12-14,pr,current,諸派,,,25
h26-12-14,pr,current,__TOTAL__,53334447,100.00,25
h26-12-14,pr,previous,生活の党,3423915,5.69,25
h26-12-14,pr,previous,新党改革,134781,0.22,25
h26-12-14,pr,previous,幸福実現党,216150,0.36,25
h26-12-14,pr,previous,支持政党なし,,,25
h26-12-14,pr,previous,諸派,17925509,29.79,25
h26-12-14,pr,previous,__TOTAL__,60179888,100.00,25
h26-12-14,pr,diff,生活の党,-2395194,-69.95,25
h26-12-14,pr,diff,新党改革,-118184,-87.69,25
h26-12-14,pr,diff,幸福実現党,43961,20.34,25
h26-12-14,pr,diff,支持政党なし,104854,,25
h26-12-14,pr,diff,諸派,-17925509,-100.00,25
h26-12-14,pr,diff,__TOTAL__,-6845441,-11.37,25
