election_id,kind,prefecture,age_band,count,source_page
h26-12-14,candidacy,宮崎県,計,8,8
h26-12-14,candidacy,鹿児島県,25歳～29歳,,8
h26-12-14,candidacy,鹿児島県,30歳～34歳,1,8
h26-12-14,candidacy,鹿児島県,35歳～39歳,2,8
h26-12-14,candidacy,鹿児島県,40歳～44歳,,8
h26-12-14,candidacy,鹿児島県,45歳～49歳,,8
h26-12-14,candidacy,鹿児島県,50歳～54歳,1,8
h26-12-14,candidacy,鹿児島県,55歳～59歳,2,8
h26-12-14,candidacy,鹿児島県,60歳～64歳,2,8
h26-12-14,candidacy,鹿児島県,65歳～69歳,4,8
h26-12-14,candidacy,鹿児島県,70歳以上,2,8
h26-12-14,candidacy,鹿児島県,計,14,8
h26-12-14,candidacy,沖縄県,25歳～29歳,,8
h26-12-14,candidacy,沖縄県,30歳～34歳,,8
h26-12-14,candidacy,沖縄県,35歳～39歳,,8
h26-12-14,candidacy,沖縄県,40歳～44歳,1,8
h26-12-14,candidacy,沖縄県,45歳～49歳,1,8
h26-12-14,candidacy,沖縄県,50歳～54歳,1,8
h26-12-14,candidacy,沖縄県,55歳～59歳,2,8
h26-12-14,candidacy,沖縄県,60歳～64歳,1,8
h26-12-14,candidacy,沖縄県,65歳～69歳,2,8
h26-12-14,candidacy,沖縄県,70歳以上,1,8
h26-12-14,candidacy,沖縄県,計,9,8
h26-12-14,candidacy,合計,25歳～29歳,18,8
h26-12-14,candidacy,合計,30歳～34歳,48,8
h26-12-14,candidacy,合計,35歳～39歳,80,8
h26-12-14,candidacy,合計,40歳～44歳,132,8
h26-12-14,candidacy,合計,45歳～49歳,119,8
h26-12-14,candidacy,合計,50歳～54歳,132,8
h26-12-14,candidacy,合計,55歳～59歳,142,8
h26-12-14,candidacy,合計,60歳～64歳,130,8
h26-12-14,candidacy,合計,65歳～69歳,117,8
h26-12-14,candidacy,合計,70歳以上,41,8
h26-12-14,candidacy,合計,計,959,8
