election_id,prefecture,district_no,deposit_forfeit_point,source_page
h26-12-14,神奈川県,5,23652.900,112
h26-12-14,神奈川県,6,19759.100,112
h26-12-14,神奈川県,7,22778.700,112
h26-12-14,神奈川県,8,21324.500,112
h26-12-14,神奈川県,9,17042.100,112
h26-12-14,神奈川県,10,21948.600,113
h26-12-14,神奈川県,11,20288.300,113
h26-12-14,神奈川県,12,19633.600,113
h26-12-14,神奈川県,13,23515.600,113
h26-12-14,神奈川県,14,23170.400,113
h26-12-14,神奈川県,15,23266.700,113
h26-12-14,神奈川県,16,22498.600,113
h26-12-14,神奈川県,17,22189.400,113
h26-12-14,神奈川県,18,21741.900,114
h26-12-14,新潟県,1,19726.600,114
h26-12-14,新潟県,2,16431.100,114
h26-12-14,新潟県,3,16815.200,114
h26-12-14,新潟県,4,16516.700,114
h26-12-14,新潟県,5,14158.900,114
h26-12-14,新潟県,6,15871.900,114
h26-12-14,富山県,1,11912.900,115
h26-12-14,富山県,2,11740.600,115
h26-12-14,富山県,3,17110.900,115
h26-12-14,石川県,1,15073.200,115
h26-12-14,石川県,2,14654.700,115
h26-12-14,石川県,3,14405.000,115
h26-12-14,福井県,1,18021.800,115
h26-12-14,福井県,2,13505.900,115
h26-12-14,山梨県,1,23226.200,115
h26-12-14,山梨県,2,16780.400,116
h26-12-14,長野県,1,21026.100,116
h26-12-14,長野県,2,20451.400,116
h26-12-14,長野県,3,22499.800,116
h26-12-14,長野県,4,13700.500,116
h26-12-14,長野県,5,16663.100,116
h26-12-14,岐阜県,1,14348.300,116
h26-12-14,岐阜県,2,14332.600,117
h26-12-14,岐阜県,3,20522.200,117
h26-12-14,岐阜県,4,20250.600,117
h26-12-14,岐阜県,5,16144.200,117
h26-12-14,静岡県,1,19945.000,117
h26-12-14,静岡県,2,21572.900,117
h26-12-14,静岡県,3,21144.500,117
h26-12-14,静岡県,4,17349.200,117
h26-12-14,静岡県,5,24422.400,118
h26-12-14,静岡県,6,23515.100,118
h26-12-14,静岡県,7,18709.500,118
h26-12-14,静岡県,8,19361.200,118
h26-12-14,愛知県,1,17221.700,118
h26-12-14,愛知県,2,19286.700,118
h26-12-14,愛知県,3,19885.100,118
h26-12-14,愛知県,4,17161.700,119
h26-12-14,愛知県,5,18914.200,119
h26-12-14,愛知県,6,20553.100,119
h26-12-14,愛知県,7,24349.700,119
h26-12-14,愛知県,8,23064.000,119
h26-12-14,愛知県,9,20856.400,119
h26-12-14,愛知県,10,20672.800,119
h26-12-14,愛知県,11,24054.800,120
h26-12-14,愛知県,12,27142.000,120
h26-12-14,愛知県,13,23508.100,120
h26-12-14,愛知県,14,15448.800,120
h26-12-14,愛知県,15,18477.500,120
h26-12-14,三重県,1,16650.800,120
h26-12-14,三重県,2,17371.200,120
h26-12-14,三重県,3,18890.200,120
h26-12-14,三重県,4,12715.400,121
h26-12-14,三重県,5,15815.800,121
h26-12-14,滋賀県,1,16990.000,121
h26-12-14,滋賀県,2,13336.000,121
h26-12-14,滋賀県,3,13149.500,121
h26-12-14,滋賀県,4,15604.200,121
h26-12-14,京都府,1,18168.300,121
h26-12-14,京都府,2,13129.500,122
h26-12-14,京都府,3,16583.200,122
h26-12-14,京都府,4,19350.600,122
h26-12-14,京都府,5,13546.900,122
h26-12-14,京都府,6,23045.600,122
h26-12-14,大阪府,1,17712.700,122
h26-12-14,大阪府,2,16853.500,122
h26-12-14,大阪府,3,14847.200,122
h26-12-14,大阪府,4,21233.000,123
h26-12-14,大阪府,5,16111.100,123
h26-12-14,大阪府,6,16736.500,123
h26-12-14,大阪府,7,18775.600,123
h26-12-14,大阪府,8,16522.500,123
h26-12-14,大阪府,9,23149.600,123
h26-12-14,大阪府,10,17971.900,123
h26-12-14,大阪府,11,21391.700,124
h26-12-14,大阪府,12,17198.800,124
h26-12-14,大阪府,13,18645.200,124
h26-12-14,大阪府,14,20211.200,124
h26-12-14,大阪府,15,19162.000,124
h26-12-14,大阪府,16,15438.000,124
h26-12-14,大阪府,17,16056.600,124
h26-12-14,大阪府,18,20037.300,125
h26-12-14,大阪府,19,15209.200,125
h26-12-14,兵庫県,1,18348.800,125
h26-12-14,兵庫県,2,15850.200,125
h26-12-14,兵庫県,3,15751.900,125
h26-12-14,兵庫県,4,20404.000,125
h26-12-14,兵庫県,5,19396.500,125
h26-12-14,兵庫県,6,23775.400,126
h26-12-14,兵庫県,7,24318.300,126
h26-12-14,兵庫県,8,15553.600,126
h26-12-14,兵庫県,9,16918.500,126
h26-12-14,兵庫県,10,16527.000,126
h26-12-14,兵庫県,11,18176.400,126
h26-12-14,兵庫県,12,16302.400,126
h26-12-14,奈良県,1,16373.400,126
h26-12-14,奈良県,2,15693.600,127
h26-12-14,奈良県,3,15071.800,127
h26-12-14,奈良県,4,14113.500,127
h26-12-14,和歌山県,1,14170.400,127
h26-12-14,和歌山県,2,12638.100,127
h26-12-14,和歌山県,3,14151.700,127
h26-12-14,鳥取県,1,11599.300,127
h26-12-14,鳥取県,2,13614.600,127
h26-12-14,島根県,1,15620.100,128
h26-12-14,島根県,2,17862.100,128
h26-12-14,岡山県,1,16129.900,128
h26-12-14,岡山県,2,14403.900,128
h26-12-14,岡山県,3,15015.300,128
h26-12-14,岡山県,4,18015.600,128
h26-12-14,岡山県,5,13366.200,128
h26-12-14,広島県,1,14641.100,128
h26-12-14,広島県,2,19674.700,129
h26-12-14,広島県,3,16837.400,129
h26-12-14,広島県,4,13822.500,129
h26-12-14,広島県,5,12293.200,129
h26-12-14,広島県,6,17208.900,129
h26-12-14,広島県,7,17480.600,129
h26-12-14,山口県,1,17635.000,129
h26-12-14,山口県,2,16572.800,129
h26-12-14,山口県,3,13639.500,130
h26-12-14,山口県,4,13220.500,130
h26-12-14,徳島県,1,17713.000,130
h26-12-14,徳島県,2,11597.500,130
h26-12-14,香川県,1,14974.800,130
h26-12-14,香川県,2,14116.500,130
h26-12-14,香川県,3,11186.800,130
h26-12-14,愛媛県,1,18638.300,130
h26-12-14,愛媛県,2,11903.400,131
h26-12-14,愛媛県,3,12570.800,131
h26-12-14,愛媛県,4,14209.800,131
h26-12-14,高知県,1,15071.500,131
h26-12-14,高知県,2,15623.900,131
h26-12-14,福岡県,1,16431.200,131
h26-12-14,福岡県,2,20665.800,131
h26-12-14,福岡県,3,19865.200,132
h26-12-14,福岡県,4,16917.000,132
h26-12-14,福岡県,5,20879.200,132
h26-12-14,福岡県,6,16177.000,132
h26-12-14,福岡県,7,13579.900,132
h26-12-14,福岡県,8,17763.100,132
h26-12-14,福岡県,9,18620.600,132
h26-12-14,福岡県,10,18450.700,132
h26-12-14,福岡県,11,13032.000,133
h26-12-14,佐賀県,1,18080.700,133
h26-12-14,佐賀県,2,20526.900,133
h26-12-14,長崎県,1,16733.200,133
h26-12-14,長崎県,2,16351.100,133
h26-12-14,長崎県,3,11400.400,133
h26-12-14,長崎県,4,12211.300,133
h26-12-14,熊本県,1,17533.200,133
h26-12-14,熊本県,2,12964.200,134
h26-12-14,熊本県,3,13080.500,134
h26-12-14,熊本県,4,13380.400,134
h26-12-14,熊本県,5,12642.600,134
h26-12-14,大分県,1,19651.300,134
h26-12-14,大分県,2,16404.500,134
h26-12-14,大分県,3,17230.300,134
h26-12-14,宮崎県,1,16456.300,134
h26-12-14,宮崎県,2,14269.100,135
h26-12-14,宮崎県,3,13765.000,135
h26-12-14,鹿児島県,1,15284.800,135
h26-12-14,鹿児島県,2,12349.300,135
h26-12-14,鹿児島県,3,14456.500,135
h26-12-14,鹿児島県,4,13424.600,135
h26-12-14,鹿児島県,5,12014.600,135
h26-12-14,沖縄県,1,14550.400,135
h26-12-14,沖縄県,2,13793.700,135
h26-12-14,沖縄県,3,14860.100,136
h26-12-14,沖縄県,4,13706.500,136
