election_id,prefecture,district_no,deposit_forfeit_point,source_page
h26-12-14,北海道,1,26779.100,97
h26-12-14,北海道,2,22824.100,97
h26-12-14,北海道,3,23472.200,97
h26-12-14,北海道,4,17127.100,97
h26-12-14,北海道,5,25789.200,97
h26-12-14,北海道,6,23099.900,97
h26-12-14,北海道,7,15755.500,97
h26-12-14,北海道,8,20656.100,97
h26-12-14,北海道,9,21389.800,98
h26-12-14,北海道,10,17874.400,98
h26-12-14,北海道,11,16682.600,98
h26-12-14,北海道,12,17284.300,98
h26-12-14,青森県,1,14656.900,98
h26-12-14,青森県,2,12011.100,98
h26-12-14,青森県,3,11573.300,98
h26-12-14,青森県,4,13309.300,98
h26-12-14,岩手県,1,14762.200,99
h26-12-14,岩手県,2,14695.900,99
h26-12-14,岩手県,3,14183.200,99
h26-12-14,岩手県,4,15753.800,99
h26-12-14,宮城県,1,19952.100,99
h26-12-14,宮城県,2,20052.500,99
h26-12-14,宮城県,3,13991.500,99
h26-12-14,宮城県,4,12005.600,100
h26-12-14,宮城県,5,10880.900,100
h26-12-14,宮城県,6,14337.100,100
h26-12-14,秋田県,1,14119.000,100
h26-12-14,秋田県,2,14999.400,100
h26-12-14,秋田県,3,19691.200,100
h26-12-14,山形県,1,16111.400,100
h26-12-14,山形県,2,19942.100,100
h26-12-14,山形県,3,18635.000,101
h26-12-14,福島県,1,21738.000,101
h26-12-14,福島県,2,16599.100,101
h26-12-14,福島県,3,15746.000,101
h26-12-14,福島県,4,13284.800,101
h26-12-14,福島県,5,15267.100,101
h26-12-14,茨城県,1,21476.300,101
h26-12-14,茨城県,2,18554.100,102
h26-12-14,茨城県,3,20906.800,102
h26-12-14,茨城県,4,14836.700,102
h26-12-14,茨城県,5,12565.900,102
h26-12-14,茨城県,6,22994.500,102
h26-12-14,茨城県,7,17291.400,102
h26-12-14,栃木県,1,19490.500,102
h26-12-14,栃木県,2,13373.300,102
h26-12-14,栃木県,3,12887.900,103
h26-12-14,栃木県,4,19335.200,103
h26-12-14,栃木県,5,13263.300,103
h26-12-14,群馬県,1,18771.300,103
h26-12-14,群馬県,2,15763.600,103
h26-12-14,群馬県,3,14930.300,103
h26-12-14,群馬県,4,14330.100,103
h26-12-14,群馬県,5,16116.900,103
h26-12-14,埼玉県,1,22536.800,104
h26-12-14,埼玉県,2,19901.200,104
h26-12-14,埼玉県,3,21755.900,104
h26-12-14,埼玉県,4,18443.800,104
h26-12-14,埼玉県,5,19532.000,104
h26-12-14,埼玉県,6,22504.600,104
h26-12-14,埼玉県,7,20722.100,104
h26-12-14,埼玉県,8,18504.900,104
h26-12-14,埼玉県,9,20997.100,105
h26-12-14,埼玉県,10,17643.500,105
h26-12-14,埼玉県,11,18181.600,105
h26-12-14,埼玉県,12,18769.800,105
h26-12-14,埼玉県,13,17944.800,105
h26-12-14,埼玉県,14,20293.400,105
h26-12-14,埼玉県,15,18790.300,105
h26-12-14,千葉県,1,20619.600,106
h26-12-14,千葉県,2,21869.300,106
h26-12-14,千葉県,3,15978.200,106
h26-12-14,千葉県,4,23057.800,106
h26-12-14,千葉県,5,19690.700,106
h26-12-14,千葉県,6,16802.600,106
h26-12-14,千葉県,7,20170.500,106
h26-12-14,千葉県,8,20035.400,107
h26-12-14,千葉県,9,19844.000,107
h26-12-14,千葉県,10,17764.100,107
h26-12-14,千葉県,11,17574.500,107
h26-12-14,千葉県,12,18043.400,107
h26-12-14,千葉県,13,18916.600,107
h26-12-14,東京都,1,25083.000,107
h26-12-14,東京都,2,24387.500,108
h26-12-14,東京都,3,26127.100,108
h26-12-14,東京都,4,21727.100,108
h26-12-14,東京都,5,25769.900,108
h26-12-14,東京都,6,25138.200,108
h26-12-14,東京都,7,23409.600,108
h26-12-14,東京都,8,24431.000,108
h26-12-14,東京都,9,24003.800,109
h26-12-14,東京都,10,18453.700,109
h26-12-14,東京都,11,23115.800,109
h26-12-14,東京都,12,21252.000,109
h26-12-14,東京都,13,20349.700,109
h26-12-14,東京都,14,18801.200,109
h26-12-14,東京都,15,21436.400,110
h26-12-14,東京都,16,21303.100,110
h26-12-14,東京都,17,21123.100,110
h26-12-14,東京都,18,23171.900,110
h26-12-14,東京都,19,26272.800,110
h26-12-14,東京都,20,21153.700,110
h26-12-14,東京都,21,20193.300,110
h26-12-14,東京都,22,25403.900,111
h26-12-14,東京都,23,25441.700,111
h26-12-14,東京都,24,24380.300,111
h26-12-14,東京都,25,16241.900,111
h26-12-14,神奈川県,1,21737.000,111
h26-12-14,神奈川県,2,21721.400,111
h26-12-14,神奈川県,3,20389.100,111
h26-12-14,神奈川県,4,18923.800,112
