election_id,kind,section,status,party,male,female,total,dual_male,dual_female,dual_total,source_page
h26-12-14,candidacy,smd,計,生活の党,11,2,13,,,,4
h26-12-14,candidacy,smd,計,新党改革,,,,,,,4
h26-12-14,candidacy,smd,計,幸福実現党,,,,,,,4
h26-12-14,candidacy,smd,計,支持政党なし,,,,,,,4
h26-12-14,candidacy,pr,新,社会民主党,20,1,21,14,,14,4
h26-12-14,candidacy,pr,新,生活の党,4,1,5,2,1,3,4
h26-12-14,candidacy,pr,新,新党改革,3,1,4,,,,4
h26-12-14,candidacy,pr,新,幸福実現党,23,19,42,,,,4
h26-12-14,candidacy,pr,新,支持政党なし,1,1,2,,,,4
h26-12-14,candidacy,pr,前,社会民主党,2,,2,2,,2,4
h26-12-14,candidacy,pr,前,生活の党,4,1,5,4,1,5,4
h26-12-14,candidacy,pr,前,新党改革,,,,,,,4
h26-12-14,candidacy,pr,前,幸福実現党,,,,,,,4
h26-12-14,candidacy,pr,前,支持政党なし,,,,,,,4
h26-12-14,candidacy,pr,元,社会民主党,1,,1,1,,1,4
h26-12-14,candidacy,pr,元,生活の党,8,1,9,4,,4,4
h26-12-14,candidacy,pr,元,新党改革,,,,,,,4
h26-12-14,candidacy,pr,元,幸福実現党,,,,,,,4
h26-12-14,candidacy,pr,元,支持政党なし,,,,,,,4
h26-12-14,candidacy,pr,計,社会民主党,23,1,24,17,,17,4
h26-12-14,candidacy,pr,計,生活の党,16,3,19,10,2,12,4
h26-12-14,candidacy,pr,計,新党改革,3,1,4,,,,4
h26-12-14,candidacy,pr,計,幸福実現党,23,19,42,,,,4
h26-12-14,candidacy,pr,計,支持政党なし,1,1,2,,,,4
h26-12-14,candidacy,total,新,社会民主党,21,1,22,,,,4
h26-12-14,candidacy,total,新,生活の党,5,1,6,,,,4
h26-12-14,candidacy,total,新,新党改革,3,1,4,,,,4
h26-12-14,candidacy,total,新,幸福実現党,23,19,42,,,,4
h26-12-14,candidacy,total,新,支持政党なし,1,1,2,,,,4
h26-12-14,candidacy,total,前,社会民主党,2,,2,,,,4
h26-12-14,candidacy,total,前,生活の党,4,1,5,,,,4
h26-12-14,candidacy,total,前,新党改革,,,,,,,4
h26-12-14,candidacy,total,前,幸福実現党,,,,,,,4
h26-12-14,candidacy,total,前,支持政党なし,,,,,,,4
h26-12-14,candidacy,total,元,社会民主党,1,,1,,,,4
h26-12-14,candidacy,total,元,生活の党,8,1,9,,,,4
h26-12-14,candidacy,total,元,新党改革,,,,,,,4
h26-12-14,candidacy,total,元,幸福実現党,,,,,,,4
h26-12-14,candidacy,total,元,支持政党なし,,,,,,,4
h26-12-14,candidacy,total,計,社会民主党,24,1,25,,,,4
h26-12-14,candidacy,total,計,生活の党,17,3,20,,,,4
h26-12-14,candidacy,total,計,新党改革,3,1,4,,,,4
h26-12-14,candidacy,total,計,幸福実現党,23,19,42,,,,4
h26-12-14,candidacy,total,計,支持政党なし,1,1,2,,,,4
h26-12-14,candidacy,smd,新,__TOTAL__,345,97,442,,,,5
h26-12-14,candidacy,smd,前,__TOTAL__,385,31,416,,,,5
h26-12-14,candidacy,smd,元,__TOTAL__,87,14,101,,,,5
h26-12-14,candidacy,smd,計,__TOTAL__,817,142,959,,,,5
h26-12-14,candidacy,pr,新,__TOTAL__,225,70,295,109,24,133,5
h26-12-14,candidacy,pr,前,__TOTAL__,395,37,432,347,31,378,5
h26-12-14,candidacy,pr,元,__TOTAL__,96,18,114,84,14,98,5
h26-12-14,candidacy,pr,計,__TOTAL__,716,125,841,540,69,609,5
h26-12-14,candidacy,total,新,__TOTAL__,461,143,604,,,,5
h26-12-14,candidacy,total,前,__TOTAL__,433,37,470,,,,5
h26-12-14,candidacy,total,元,__TOTAL__,99,18,117,,,,5
h26-12-14,candidacy,total,計,__TOTAL__,993,198,1191,,,,5
