election_id,kind,section,status,party,male,female,total,dual_male,dual_female,dual_total,source_page
h26-12-14,candidacy,smd,新,自由民主党,13,1,14,,,,3
h26-12-14,candidacy,smd,新,民主党,28,11,39,,,,3
h26-12-14,candidacy,smd,新,維新の党,24,4,28,,,,3
h26-12-14,candidacy,smd,新,公明党,,,,,,,3
h26-12-14,candidacy,smd,新,次世代の党,21,1,22,,,,3
h26-12-14,candidacy,smd,新,日本共産党,218,71,289,,,,3
h26-12-14,candidacy,smd,前,自由民主党,247,20,267,,,,3
h26-12-14,candidacy,smd,前,民主党,55,6,61,,,,3
h26-12-14,candidacy,smd,前,維新の党,36,3,39,,,,3
h26-12-14,candidacy,smd,前,公明党,9,,9,,,,3
h26-12-14,candidacy,smd,前,次世代の党,14,1,15,,,,3
h26-12-14,candidacy,smd,前,日本共産党,2,,2,,,,3
h26-12-14,candidacy,smd,元,自由民主党,1,1,2,,,,3
h26-12-14,candidacy,smd,元,民主党,67,11,78,,,,3
h26-12-14,candidacy,smd,元,維新の党,8,2,10,,,,3
h26-12-14,candidacy,smd,元,公明党,,,,,,,3
h26-12-14,candidacy,smd,元,次世代の党,2,,2,,,,3
h26-12-14,candidacy,smd,元,日本共産党,1,,1,,,,3
h26-12-14,candidacy,smd,計,自由民主党,261,22,283,,,,3
h26-12-14,candidacy,smd,計,民主党,150,28,178,,,,3
h26-12-14,candidacy,smd,計,維新の党,68,9,77,,,,3
h26-12-14,candidacy,smd,計,公明党,9,,9,,,,3
h26-12-14,candidacy,smd,計,次世代の党,37,2,39,,,,3
h26-12-14,candidacy,smd,計,日本共産党,221,71,292,,,,3
h26-12-14,candidacy,pr,新,自由民主党,41,17,58,13,1,14,3
h26-12-14,candidacy,pr,新,民主党,42,11,53,28,11,39,3
h26-12-14,candidacy,pr,新,維新の党,27,4,31,24,4,28,3
h26-12-14,candidacy,pr,新,公明党,20,,20,,,,3
h26-12-14,candidacy,pr,新,次世代の党,24,1,25,19,,19,3
h26-12-14,candidacy,pr,新,日本共産党,20,14,34,9,7,16,3
h26-12-14,candidacy,pr,前,自由民主党,255,22,277,236,20,256,3
h26-12-14,candidacy,pr,前,民主党,55,6,61,54,6,60,3
h26-12-14,candidacy,pr,前,維新の党,37,3,40,35,3,38,3
h26-12-14,candidacy,pr,前,公明党,19,3,22,,,,3
h26-12-14,candidacy,pr,前,次世代の党,17,1,18,14,1,15,3
h26-12-14,candidacy,pr,前,日本共産党,6,1,7,2,,2,3
h26-12-14,candidacy,pr,元,自由民主党,3,3,6,1,1,2,3
h26-12-14,candidacy,pr,元,民主党,71,12,83,67,11,78,3
h26-12-14,candidacy,pr,元,維新の党,10,2,12,8,2,10,3
h26-12-14,candidacy,pr,元,公明党,,,,,,,3
h26-12-14,candidacy,pr,元,次世代の党,2,,2,2,,2,3
h26-12-14,candidacy,pr,元,日本共産党,1,,1,1,,1,3
h26-12-14,candidacy,pr,計,自由民主党,299,42,341,250,22,272,3
h26-12-14,candidacy,pr,計,民主党,168,29,197,149,28,177,3
h26-12-14,candidacy,pr,計,維新の党,74,9,83,67,9,76,3
h26-12-14,candidacy,pr,計,公明党,39,3,42,,,,3
h26-12-14,candidacy,pr,計,次世代の党,43,2,45,35,1,36,3
h26-12-14,candidacy,pr,計,日本共産党,27,15,42,12,7,19,3
h26-12-14,candidacy,total,新,自由民主党,41,17,58,,,,3
h26-12-14,candidacy,total,新,民主党,42,11,53,,,,3
h26-12-14,candidacy,total,新,維新の党,27,4,31,,,,3
h26-12-14,candidacy,total,新,公明党,20,,20,,,,3
h26-12-14,candidacy,total,新,次世代の党,26,2,28,,,,3
h26-12-14,candidacy,total,新,日本共産党,229,78,307,,,,3
h26-12-14,candidacy,total,前,自由民主党,266,22,288,,,,3
h26-12-14,candidacy,total,前,民主党,56,6,62,,,,3
h26-12-14,candidacy,total,前,維新の党,38,3,41,,,,3
h26-12-14,candidacy,total,前,公明党,28,3,31,,,,3
h26-12-14,candidacy,total,前,次世代の党,17,1,18,,,,3
h26-12-14,candidacy,total,前,日本共産党,6,1,7,,,,3
h26-12-14,candidacy,total,元,自由民主党,3,3,6,,,,3
h26-12-14,candidacy,total,元,民主党,71,12,83,,,,3
h26-12-14,candidacy,total,元,維新の党,10,2,12,,,,3
h26-12-14,candidacy,total,元,公明党,,,,,,,3
h26-12-14,candidacy,total,元,次世代の党,2,,2,,,,3
h26-12-14,candidacy,total,元,日本共産党,1,,1,,,,3
h26-12-14,candidacy,total,計,自由民主党,310,42,352,,,,3
h26-12-14,candidacy,total,計,民主党,169,29,198,,,,3
h26-12-14,candidacy,total,計,維新の党,75,9,84,,,,3
h26-12-14,candidacy,total,計,公明党,48,3,51,,,,3
h26-12-14,candidacy,total,計,次世代の党,45,3,48,,,,3
h26-12-14,candidacy,total,計,日本共産党,236,79,315,,,,3
h26-12-14,candidacy,smd,新,社会民主党,15,,15,,,,4
h26-12-14,candidacy,smd,新,生活の党,3,1,4,,,,4
h26-12-14,candidacy,smd,新,新党改革,,,,,,,4
h26-12-14,candidacy,smd,新,幸福実現党,,,,,,,4
h26-12-14,candidacy,smd,新,支持政党なし,,,,,,,4
h26-12-14,candidacy,smd,前,社会民主党,2,,2,,,,4
h26-12-14,candidacy,smd,前,生活の党,4,1,5,,,,4
h26-12-14,candidacy,smd,前,新党改革,,,,,,,4
h26-12-14,candidacy,smd,前,幸福実現党,,,,,,,4
h26-12-14,candidacy,smd,前,支持政党なし,,,,,,,4
h26-12-14,candidacy,smd,元,社会民主党,1,,1,,,,4
h26-12-14,candidacy,smd,元,生活の党,4,,4,,,,4
h26-12-14,candidacy,smd,元,新党改革,,,,,,,4
h26-12-14,candidacy,smd,元,幸福実現党,,,,,,,4
h26-12-14,candidacy,smd,元,支持政党なし,,,,,,,4
h26-12-14,candidacy,smd,計,社会民主党,18,,18,,,,4
