election_id,kind,section,status,party,male,female,total,dual_male,dual_female,dual_total,source_page
h26-12-14,winners,smd,新,自由民主党,2,1,3,,,,17
h26-12-14,winners,smd,新,民主党,,,,,,,17
h26-12-14,winners,smd,新,維新の党,,,,,,,17
h26-12-14,winners,smd,新,公明党,,,,,,,17
h26-12-14,winners,smd,新,日本共産党,,,,,,,17
h26-12-14,winners,smd,新,次世代の党,,,,,,,17
h26-12-14,winners,smd,前,自由民主党,204,14,218,,,,17
h26-12-14,winners,smd,前,民主党,32,1,33,,,,17
h26-12-14,winners,smd,前,維新の党,11,,11,,,,17
h26-12-14,winners,smd,前,公明党,9,,9,,,,17
h26-12-14,winners,smd,前,日本共産党,1,,1,,,,17
h26-12-14,winners,smd,前,次世代の党,2,,2,,,,17
h26-12-14,winners,smd,元,自由民主党,,1,1,,,,17
h26-12-14,winners,smd,元,民主党,4,1,5,,,,17
h26-12-14,winners,smd,元,維新の党,,,,,,,17
h26-12-14,winners,smd,元,公明党,,,,,,,17
h26-12-14,winners,smd,元,日本共産党,,,,,,,17
h26-12-14,winners,smd,元,次世代の党,,,,,,,17
h26-12-14,winners,smd,計,自由民主党,206,16,222,,,,17
h26-12-14,winners,smd,計,民主党,36,2,38,,,,17
h26-12-14,winners,smd,計,維新の党,11,,11,,,,17
h26-12-14,winners,smd,計,公明党,9,,9,,,,17
h26-12-14,winners,smd,計,日本共産党,1,,1,,,,17
h26-12-14,winners,smd,計,次世代の党,2,,2,,,,17
h26-12-14,winners,pr,新,自由民主党,9,3,12,,,,17
h26-12-14,winners,pr,新,民主党,,1,1,,,,17
h26-12-14,winners,pr,新,維新の党,8,,8,,,,17
h26-12-14,winners,pr,新,公明党,4,,4,,,,17
h26-12-14,winners,pr,新,日本共産党,9,5,14,,,,17
h26-12-14,winners,pr,新,次世代の党,,,,,,,17
h26-12-14,winners,pr,前,自由民主党,49,6,55,,,,17
h26-12-14,winners,pr,前,民主党,17,5,22,,,,17
h26-12-14,winners,pr,前,維新の党,14,1,15,,,,17
h26-12-14,winners,pr,前,公明党,19,3,22,,,,17
h26-12-14,winners,pr,前,日本共産党,5,1,6,,,,17
