election_id,prefecture,district_no,deposit_forfeit_point,source_page
r06-10-27,埼玉県,1,20586.000,109
r06-10-27,埼玉県,2,18262.300,109
r06-10-27,埼玉県,3,18151.500,109
r06-10-27,埼玉県,4,19666.400,110
r06-10-27,埼玉県,5,21142.100,110
r06-10-27,埼玉県,6,20433.700,110
r06-10-27,埼玉県,7,18459.800,110
r06-10-27,埼玉県,8,21491.800,110
r06-10-27,埼玉県,9,19989.100,110
r06-10-27,埼玉県,10,16535.500,110
r06-10-27,埼玉県,11,15787.400,111
r06-10-27,埼玉県,12,17971.900,111
r06-10-27,埼玉県,13,18014.000,111
r06-10-27,埼玉県,14,19063.000,111
r06-10-27,埼玉県,15,20802.700,111
r06-10-27,埼玉県,16,17387.100,111
r06-10-27,千葉県,1,22700.600,112
r06-10-27,千葉県,2,15219.000,112
r06-10-27,千葉県,3,16349.100,112
r06-10-27,千葉県,4,20772.900,112
r06-10-27,千葉県,5,21582.000,112
r06-10-27,千葉県,6,20783.600,112
r06-10-27,千葉県,7,15248.200,113
r06-10-27,千葉県,8,18325.500,113
r06-10-27,千葉県,9,19671.700,113
r06-10-27,千葉県,10,15883.700,113
r06-10-27,千葉県,11,16052.300,113
r06-10-27,千葉県,12,18673.300,113
r06-10-27,千葉県,13,21939.400,114
r06-10-27,千葉県,14,21959.600,114
r06-10-27,東京都,1,17799.800,114
r06-10-27,東京都,2,17807.500,114
r06-10-27,東京都,3,20154.400,114
r06-10-27,東京都,4,21573.100,115
r06-10-27,東京都,5,21083.300,115
r06-10-27,東京都,6,22618.700,115
r06-10-27,東京都,7,20588.400,115
r06-10-27,東京都,8,22804.100,115
r06-10-27,東京都,9,17100.500,116
r06-10-27,東京都,10,24191.600,116
r06-10-27,東京都,11,19724.800,116
r06-10-27,東京都,12,20713.900,116
r06-10-27,東京都,13,18942.800,116
r06-10-27,東京都,14,20870.700,116
r06-10-27,東京都,15,24271.900,117
r06-10-27,東京都,16,19208.000,117
r06-10-27,東京都,17,18545.400,117
r06-10-27,東京都,18,23383.000,117
r06-10-27,東京都,19,19504.000,117
r06-10-27,東京都,20,21704.000,117
r06-10-27,東京都,21,21529.800,118
r06-10-27,東京都,22,24799.600,118
r06-10-27,東京都,23,18948.000,118
r06-10-27,東京都,24,20498.200,118
r06-10-27,東京都,25,20807.000,118
r06-10-27,東京都,26,23741.300,118
r06-10-27,東京都,27,20582.900,119
r06-10-27,東京都,28,17382.900,119
r06-10-27,東京都,29,18089.500,119
r06-10-27,東京都,30,23383.300,119
r06-10-27,神奈川県,1,22326.300,119
r06-10-27,神奈川県,2,22915.800,120
r06-10-27,神奈川県,3,22722.200,120
r06-10-27,神奈川県,4,18821.900,120
r06-10-27,神奈川県,5,19755.100,120
r06-10-27,神奈川県,6,19900.200,120
r06-10-27,神奈川県,7,16562.500,120
r06-10-27,神奈川県,8,23336.100,121
r06-10-27,神奈川県,9,18935.400,121
r06-10-27,神奈川県,10,16561.000,121
r06-10-27,神奈川県,11,17934.700,121
r06-10-27,神奈川県,12,21229.600,121
r06-10-27,神奈川県,13,18848.100,121
r06-10-27,神奈川県,14,20545.000,121
r06-10-27,神奈川県,15,23183.700,122
r06-10-27,神奈川県,16,19975.500,122
r06-10-27,神奈川県,17,22629.600,122
r06-10-27,神奈川県,18,22344.600,122
r06-10-27,神奈川県,19,20524.700,122
r06-10-27,神奈川県,20,17804.900,122
r06-10-27,新潟県,1,18865.600,123
r06-10-27,新潟県,2,21948.100,123
r06-10-27,新潟県,3,21362.900,123
r06-10-27,新潟県,4,20883.200,123
r06-10-27,新潟県,5,20701.800,123
r06-10-27,富山県,1,13086.400,123
r06-10-27,富山県,2,12452.500,123
r06-10-27,富山県,3,19749.700,124
r06-10-27,石川県,1,17920.700,124
r06-10-27,石川県,2,17407.800,124
r06-10-27,石川県,3,14199.400,124
r06-10-27,福井県,1,19801.000,124
r06-10-27,福井県,2,14897.100,124
r06-10-27,山梨県,1,23337.700,125
r06-10-27,山梨県,2,13464.900,125
r06-10-27,長野県,1,22749.300,125
r06-10-27,長野県,2,20389.000,125
r06-10-27,長野県,3,22102.500,125
r06-10-27,長野県,4,12571.800,125
r06-10-27,長野県,5,16147.000,125
r06-10-27,岐阜県,1,14855.100,125
r06-10-27,岐阜県,2,14727.300,125
r06-10-27,岐阜県,3,21041.100,126
r06-10-27,岐阜県,4,19916.100,126
r06-10-27,岐阜県,5,15262.500,126
r06-10-27,静岡県,1,20116.100,126
r06-10-27,静岡県,2,20603.600,126
r06-10-27,静岡県,3,21321.500,126
r06-10-27,静岡県,4,16224.900,126
r06-10-27,静岡県,5,22323.800,126
r06-10-27,静岡県,6,22531.300,127
r06-10-27,静岡県,7,18199.600,127
r06-10-27,静岡県,8,20666.300,127
r06-10-27,愛知県,1,20510.800,127
r06-10-27,愛知県,2,20822.000,127
r06-10-27,愛知県,3,22065.600,127
r06-10-27,愛知県,4,17497.200,128
r06-10-27,愛知県,5,15865.600,128
r06-10-27,愛知県,6,17797.000,128
r06-10-27,愛知県,7,19936.300,128
r06-10-27,愛知県,8,23192.500,128
r06-10-27,愛知県,9,18977.700,128
r06-10-27,愛知県,10,17217.700,128
r06-10-27,愛知県,11,23647.700,129
r06-10-27,愛知県,12,25157.200,129
r06-10-27,愛知県,13,24497.600,129
r06-10-27,愛知県,14,16506.700,129
r06-10-27,愛知県,15,18354.300,129
r06-10-27,愛知県,16,20144.400,129
r06-10-27,三重県,1,18747.200,129
r06-10-27,三重県,2,21645.000,130
r06-10-27,三重県,3,22658.100,130
r06-10-27,三重県,4,16052.700,130
r06-10-27,滋賀県,1,17251.800,130
r06-10-27,滋賀県,2,22731.700,130
r06-10-27,滋賀県,3,21281.000,130
r06-10-27,京都府,1,19789.400,130
r06-10-27,京都府,2,13282.800,131
r06-10-27,京都府,3,17532.100,131
r06-10-27,京都府,4,19913.400,131
r06-10-27,京都府,5,12402.800,131
r06-10-27,京都府,6,24316.900,131
r06-10-27,大阪府,1,21168.000,132
r06-10-27,大阪府,2,22465.200,132
r06-10-27,大阪府,3,18047.500,132
r06-10-27,大阪府,4,21818.400,132
r06-10-27,大阪府,5,21829.500,132
r06-10-27,大阪府,6,19806.100,132
r06-10-27,大阪府,7,21411.100,133
r06-10-27,大阪府,8,23118.600,133
r06-10-27,大阪府,9,19750.700,133
r06-10-27,大阪府,10,18043.000,133
r06-10-27,大阪府,11,20770.100,133
r06-10-27,大阪府,12,16500.800,133
r06-10-27,大阪府,13,19063.700,134
r06-10-27,大阪府,14,21114.300,134
r06-10-27,大阪府,15,18793.600,134
r06-10-27,大阪府,16,16970.500,134
r06-10-27,大阪府,17,15726.800,134
r06-10-27,大阪府,18,19510.000,134
r06-10-27,大阪府,19,14557.100,134
r06-10-27,兵庫県,1,20911.700,135
r06-10-27,兵庫県,2,18837.900,135
r06-10-27,兵庫県,3,15986.100,135
r06-10-27,兵庫県,4,21176.800,135
r06-10-27,兵庫県,5,21012.200,135
r06-10-27,兵庫県,6,23810.700,135
r06-10-27,兵庫県,7,24682.100,136
r06-10-27,兵庫県,8,18743.700,136
r06-10-27,兵庫県,9,19458.200,136
r06-10-27,兵庫県,10,16948.200,136
r06-10-27,兵庫県,11,18533.900,136
r06-10-27,兵庫県,12,14777.600,136
r06-10-27,奈良県,1,23181.400,137
r06-10-27,奈良県,2,21359.200,137
r06-10-27,奈良県,3,18792.000,137
r06-10-27,和歌山県,1,19551.700,137
r06-10-27,和歌山県,2,23109.500,137
r06-10-27,鳥取県,1,12527.900,138
r06-10-27,鳥取県,2,13187.700,138
r06-10-27,島根県,1,14386.400,138
r06-10-27,島根県,2,16411.400,138
r06-10-27,岡山県,1,16129.900,138
r06-10-27,岡山県,2,20012.000,138
r06-10-27,岡山県,3,20658.300,138
r06-10-27,岡山県,4,17719.700,138
r06-10-27,広島県,1,19230.200,139
r06-10-27,広島県,2,18332.200,139
r06-10-27,広島県,3,18348.500,139
r06-10-27,広島県,4,18536.000,139
r06-10-27,広島県,5,15419.900,139
r06-10-27,広島県,6,16299.700,139
r06-10-27,山口県,1,18338.900,139
r06-10-27,山口県,2,20804.600,140
r06-10-27,山口県,3,16605.100,140
r06-10-27,徳島県,1,17126.700,140
r06-10-27,徳島県,2,12730.100,140
r06-10-27,香川県,1,16082.800,140
r06-10-27,香川県,2,13537.100,140
r06-10-27,香川県,3,11351.300,140
r06-10-27,愛媛県,1,19528.900,141
r06-10-27,愛媛県,2,19983.600,141
r06-10-27,愛媛県,3,16525.200,141
r06-10-27,高知県,1,14486.000,141
r06-10-27,高知県,2,14589.500,141
r06-10-27,福岡県,1,20014.300,141
r06-10-27,福岡県,2,23566.100,141
r06-10-27,福岡県,3,23080.500,142
r06-10-27,福岡県,4,20427.700,142
r06-10-27,福岡県,5,24617.900,142
r06-10-27,福岡県,6,18171.500,142
r06-10-27,福岡県,7,13878.000,142
r06-10-27,福岡県,8,16243.400,143
r06-10-27,福岡県,9,17953.900,143
r06-10-27,福岡県,10,18593.500,143
r06-10-27,福岡県,11,13074.600,143
r06-10-27,佐賀県,1,17580.600,143
r06-10-27,佐賀県,2,18683.900,143
r06-10-27,長崎県,1,16708.200,143
r06-10-27,長崎県,2,20736.600,144
r06-10-27,長崎県,3,17864.100,144
r06-10-27,熊本県,1,19963.100,144
r06-10-27,熊本県,2,14803.700,144
r06-10-27,熊本県,3,16373.000,144
r06-10-27,熊本県,4,20582.200,144
r06-10-27,大分県,1,19734.000,144
r06-10-27,大分県,2,14748.600,145
r06-10-27,大分県,3,15805.800,145
r06-10-27,宮崎県,1,17086.100,145
r06-10-27,宮崎県,2,14208.300,145
r06-10-27,宮崎県,3,11874.200,145
r06-10-27,鹿児島県,1,17574.700,145
r06-10-27,鹿児島県,2,17513.000,145
r06-10-27,鹿児島県,3,17639.200,146
r06-10-27,鹿児島県,4,15489.600,146
r06-10-27,沖縄県,1,13082.800,146
r06-10-27,沖縄県,2,14563.400,146
r06-10-27,沖縄県,3,15692.500,146
r06-10-27,沖縄県,4,14130.300,146
