election_id,tier,scope,block,prefecture,rate_male,rate_female,rate_total,prev_rate_male,prev_rate_female,prev_rate_total,diff_male,diff_female,diff_total,source_page
r06-10-27,smd,all,,北海道,56.98,55.43,56.15,59.42,58.24,58.79,-2.44,-2.81,-2.64,12
r06-10-27,smd,all,,青森県,52.67,50.68,51.61,53.67,52.27,52.93,-1.00,-1.59,-1.32,12
r06-10-27,smd,all,,岩手県,56.50,54.68,55.55,60.91,59.90,60.38,-4.41,-5.22,-4.83,12
r06-10-27,smd,all,,宮城県,52.84,51.53,52.16,56.05,55.70,55.87,-3.21,-4.17,-3.71,12
r06-10-27,smd,all,,秋田県,60.62,58.40,59.44,59.32,57.30,58.24,1.30,1.10,1.20,12
r06-10-27,smd,all,,山形県,62.06,59.68,60.82,65.37,63.39,64.34,-3.31,-3.71,-3.52,12
r06-10-27,smd,all,,福島県,54.39,53.49,53.93,58.14,57.88,58.01,-3.75,-4.39,-4.08,12
r06-10-27,smd,all,,茨城県,52.92,51.98,52.45,53.09,52.01,52.54,-0.17,-0.03,-0.09,12
r06-10-27,smd,all,,栃木県,51.14,49.35,50.24,53.78,52.36,53.06,-2.64,-3.01,-2.82,12
r06-10-27,smd,all,,群馬県,50.65,49.22,49.92,54.28,53.51,53.89,-3.63,-4.29,-3.97,12
r06-10-27,smd,all,,埼玉県,51.83,50.47,51.14,54.18,53.75,53.97,-2.35,-3.28,-2.83,12
r06-10-27,smd,all,,千葉県,52.43,51.85,52.14,53.55,53.73,53.64,-1.12,-1.88,-1.50,12
r06-10-27,smd,all,,東京都,56.28,55.85,56.06,56.93,57.48,57.21,-0.65,-1.63,-1.15,12
r06-10-27,smd,all,,神奈川県,54.75,54.32,54.53,56.17,56.40,56.29,-1.42,-2.08,-1.76,12
r06-10-27,smd,all,,新潟県,60.08,57.14,58.56,64.27,62.12,63.16,-4.19,-4.98,-4.60,12
r06-10-27,smd,all,,富山県,55.66,53.78,54.69,56.59,54.84,55.68,-0.93,-1.06,-0.99,12
r06-10-27,smd,all,,石川県,55.81,54.44,55.09,57.46,56.83,57.13,-1.65,-2.39,-2.04,12
r06-10-27,smd,all,,福井県,58.32,56.52,57.39,58.34,57.24,57.77,-0.02,-0.72,-0.38,12
r06-10-27,smd,all,,山梨県,56.93,56.61,56.76,60.64,60.51,60.57,-3.71,-3.90,-3.81,12
r06-10-27,smd,all,,長野県,58.33,56.15,57.21,60.64,58.94,59.77,-2.31,-2.79,-2.56,12
r06-10-27,smd,all,,岐阜県,56.25,54.58,55.39,58.62,57.62,58.10,-2.37,-3.04,-2.71,12
r06-10-27,smd,all,,静岡県,55.90,55.29,55.59,55.18,54.45,54.81,0.72,0.84,0.78,12
r06-10-27,smd,all,,愛知県,55.39,53.61,54.50,56.54,55.40,55.97,-1.15,-1.79,-1.47,12
r06-10-27,smd,all,,三重県,56.50,55.94,56.21,56.20,56.15,56.17,0.30,-0.21,0.04,12
r06-10-27,smd,all,,滋賀県,55.67,54.23,54.93,57.72,56.95,57.33,-2.05,-2.72,-2.40,12
r06-10-27,smd,all,,京都府,54.07,52.28,53.12,56.81,55.88,56.32,-2.74,-3.60,-3.20,12
r06-10-27,smd,all,,大阪府,52.40,52.80,52.61,55.44,56.89,56.20,-3.04,-4.09,-3.59,12
r06-10-27,smd,all,,兵庫県,54.01,53.36,53.67,54.29,54.29,54.29,-0.28,-0.93,-0.62,12
r06-10-27,smd,all,,奈良県,59.17,57.89,58.49,59.62,58.70,59.13,-0.45,-0.81,-0.64,12
r06-10-27,smd,all,,和歌山県,57.65,56.18,56.87,58.46,58.05,58.24,-0.81,-1.87,-1.37,12
r06-10-27,smd,all,,鳥取県,57.88,58.30,58.10,58.19,58.14,58.16,-0.31,0.16,-0.06,12
r06-10-27,smd,all,,島根県,59.11,57.25,58.14,62.27,60.90,61.55,-3.16,-3.65,-3.41,12
r06-10-27,smd,all,,岡山県,50.26,50.22,50.24,51.10,50.80,50.94,-0.84,-0.58,-0.70,12
r06-10-27,smd,all,,広島県,49.01,47.84,48.40,52.24,52.03,52.13,-3.23,-4.19,-3.73,12
r06-10-27,smd,all,,山口県,52.01,52.12,52.07,49.66,49.68,49.67,2.35,2.44,2.40,12
r06-10-27,smd,all,,徳島県,51.38,50.30,50.81,54.19,53.56,53.86,-2.81,-3.26,-3.05,12
r06-10-27,smd,all,,香川県,53.37,52.54,52.94,56.18,56.01,56.09,-2.81,-3.47,-3.15,12
r06-10-27,smd,all,,愛媛県,52.38,51.56,51.95,55.11,54.86,54.98,-2.73,-3.30,-3.03,12
r06-10-27,smd,all,,高知県,50.81,53.00,51.97,55.96,58.55,57.34,-5.15,-5.55,-5.37,12
r06-10-27,smd,all,,福岡県,51.55,51.63,51.59,52.01,52.22,52.12,-0.46,-0.59,-0.53,12
r06-10-27,smd,all,,佐賀県,56.44,55.59,55.99,58.77,58.25,58.49,-2.33,-2.66,-2.50,12
r06-10-27,smd,all,,長崎県,52.82,52.18,52.48,57.06,56.73,56.89,-4.24,-4.55,-4.41,12
r06-10-27,smd,all,,熊本県,52.63,51.56,52.06,56.67,56.16,56.40,-4.04,-4.60,-4.34,12
r06-10-27,smd,all,,大分県,55.56,55.30,55.42,57.38,57.16,57.26,-1.82,-1.86,-1.84,12
r06-10-27,smd,all,,宮崎県,50.91,50.35,50.61,53.82,53.52,53.66,-2.91,-3.17,-3.05,12
r06-10-27,smd,all,,鹿児島県,54.22,52.85,53.49,58.36,57.14,57.71,-4.14,-4.29,-4.22,12
r06-10-27,smd,all,,沖縄県,49.95,49.97,49.96,54.64,55.15,54.90,-4.69,-5.18,-4.94,12
r06-10-27,smd,all,,合計,54.30,53.42,53.85,56.06,55.80,55.93,-1.76,-2.38,-2.08,12
r06-10-27,smd,overseas,,北海道,15.21,13.05,13.88,16.58,13.39,14.67,-1.37,-0.34,-0.79,13
r06-10-27,smd,overseas,,青森県,18.18,10.69,13.02,13.01,9.93,10.94,5.17,0.76,2.08,13
r06-10-27,smd,overseas,,岩手県,16.34,11.99,13.60,14.29,10.12,11.66,2.05,1.87,1.94,13
r06-10-27,smd,overseas,,宮城県,13.94,14.02,13.99,15.21,15.66,15.49,-1.27,-1.64,-1.50,13
r06-10-27,smd,overseas,,秋田県,7.64,8.23,8.01,12.26,12.60,12.47,-4.62,-4.37,-4.46,13
r06-10-27,smd,overseas,,山形県,10.70,8.48,9.34,11.16,10.09,10.52,-0.46,-1.61,-1.18,13
r06-10-27,smd,overseas,,福島県,8.57,8.02,8.24,10.04,10.82,10.49,-1.47,-2.80,-2.25,13
r06-10-27,smd,overseas,,茨城県,19.42,15.84,17.35,20.81,16.31,18.29,-1.39,-0.47,-0.94,13
r06-10-27,smd,overseas,,栃木県,15.54,14.58,14.98,20.42,17.94,19.04,-4.88,-3.36,-4.06,13
r06-10-27,smd,overseas,,群馬県,16.96,11.49,13.79,15.55,13.53,14.39,1.41,-2.04,-0.60,13
r06-10-27,smd,overseas,,埼玉県,22.81,18.51,20.33,26.00,21.49,23.51,-3.19,-2.98,-3.18,13
r06-10-27,smd,overseas,,千葉県,25.84,18.55,21.71,26.21,21.40,23.60,-0.37,-2.85,-1.89,13
r06-10-27,smd,overseas,,東京都,28.78,21.44,24.63,31.12,24.68,27.59,-2.34,-3.24,-2.96,13
r06-10-27,smd,overseas,,神奈川県,24.07,17.79,20.57,26.64,21.37,23.79,-2.57,-3.58,-3.22,13
r06-10-27,smd,overseas,,新潟県,16.50,13.55,14.49,18.48,15.55,16.55,-1.98,-2.00,-2.06,13
r06-10-27,smd,overseas,,富山県,14.49,17.18,15.97,14.47,13.28,13.84,0.02,3.90,2.13,13
r06-10-27,smd,overseas,,石川県,19.08,14.18,15.95,15.82,17.69,17.01,3.26,-3.51,-1.06,13
r06-10-27,smd,overseas,,福井県,12.00,12.04,12.03,17.69,15.34,16.30,-5.69,-3.30,-4.27,13
r06-10-27,smd,overseas,,山梨県,10.96,10.76,10.83,12.45,17.17,15.22,-1.49,-6.41,-4.39,13
r06-10-27,smd,overseas,,長野県,15.10,12.01,13.20,15.79,13.42,14.38,-0.69,-1.41,-1.18,13
r06-10-27,smd,overseas,,岐阜県,19.29,15.24,16.74,17.68,17.27,17.43,1.61,-2.03,-0.69,13
r06-10-27,smd,overseas,,静岡県,17.44,13.40,15.20,19.87,15.10,17.27,-2.43,-1.70,-2.07,13
r06-10-27,smd,overseas,,愛知県,21.43,18.01,19.49,22.72,18.73,20.55,-1.29,-0.72,-1.06,13
r06-10-27,smd,overseas,,三重県,15.43,15.84,15.66,16.67,17.00,16.84,-1.24,-1.16,-1.18,13
r06-10-27,smd,overseas,,滋賀県,14.09,16.97,15.73,14.75,17.87,16.39,-0.66,-0.90,-0.66,13
r06-10-27,smd,overseas,,京都府,25.82,18.89,21.59,23.09,22.05,22.47,2.73,-3.16,-0.88,13
r06-10-27,smd,overseas,,大阪府,23.20,18.85,20.54,23.61,20.48,21.76,-0.41,-1.63,-1.22,13
r06-10-27,smd,overseas,,兵庫県,23.13,17.82,19.83,24.41,21.31,22.56,-1.28,-3.49,-2.73,13
r06-10-27,smd,overseas,,奈良県,21.94,21.61,21.73,23.87,19.71,21.34,-1.93,1.90,0.39,13
r06-10-27,smd,overseas,,和歌山県,9.52,8.57,8.91,8.29,9.11,8.82,1.23,-0.54,0.09,13
r06-10-27,smd,overseas,,鳥取県,14.63,12.50,13.18,22.34,15.25,17.71,-7.71,-2.75,-4.53,13
r06-10-27,smd,overseas,,島根県,6.74,12.18,10.49,9.28,11.43,10.75,-2.54,0.75,-0.26,13
r06-10-27,smd,overseas,,岡山県,14.09,13.90,13.97,15.79,16.67,16.34,-1.70,-2.77,-2.37,13
r06-10-27,smd,overseas,,広島県,13.84,12.45,13.00,13.73,13.86,13.80,0.11,-1.41,-0.80,13
r06-10-27,smd,overseas,,山口県,7.67,8.91,8.46,8.29,9.14,8.82,-0.62,-0.23,-0.36,13
r06-10-27,smd,overseas,,徳島県,16.50,11.05,12.97,13.39,12.63,12.90,3.11,-1.58,0.07,13
r06-10-27,smd,overseas,,香川県,15.10,11.11,12.62,11.83,12.82,12.45,3.27,-1.71,0.17,13
r06-10-27,smd,overseas,,愛媛県,9.34,10.14,9.84,8.77,10.84,10.00,0.57,-0.70,-0.16,13
r06-10-27,smd,overseas,,高知県,4.84,6.44,5.82,3.79,7.43,5.99,1.05,-0.99,-0.17,13
r06-10-27,smd,overseas,,福岡県,13.99,12.91,13.29,14.52,16.06,15.49,-0.53,-3.15,-2.20,13
r06-10-27,smd,overseas,,佐賀県,6.40,9.50,8.33,9.38,10.62,10.12,-2.98,-1.12,-1.79,13
r06-10-27,smd,overseas,,長崎県,9.24,8.54,8.77,10.41,9.23,9.64,-1.17,-0.69,-0.87,13
r06-10-27,smd,overseas,,熊本県,4.97,7.56,6.57,5.91,8.09,7.22,-0.94,-0.53,-0.65,13
r06-10-27,smd,overseas,,大分県,7.88,11.00,9.89,15.08,15.86,15.57,-7.20,-4.86,-5.68,13
r06-10-27,smd,overseas,,宮崎県,9.52,9.94,9.81,10.22,9.46,9.72,-0.70,0.48,0.09,13
