election_id,kind,section,status,party,male,female,total,dual_male,dual_female,dual_total,source_page
r08-02-08,candidacy,smd,新,諸派,9,2,11,,,,5
r08-02-08,candidacy,smd,新,__TOTAL__,429,202,631,,,,5
r08-02-08,candidacy,smd,前,無所属,9,1,10,,,,5
r08-02-08,candidacy,smd,前,諸派,,,,,,,5
r08-02-08,candidacy,smd,前,__TOTAL__,349,64,413,,,,5
r08-02-08,candidacy,smd,元,無所属,2,,2,,,,5
r08-02-08,candidacy,smd,元,諸派,,,,,,,5
r08-02-08,candidacy,smd,元,__TOTAL__,68,7,75,,,,5
r08-02-08,candidacy,smd,計,無所属,34,7,41,,,,5
r08-02-08,candidacy,smd,計,諸派,9,2,11,,,,5
r08-02-08,candidacy,smd,計,__TOTAL__,846,273,1119,,,,5
r08-02-08,candidacy,pr,新,無所属,,,,,,,5
r08-02-08,candidacy,pr,新,諸派,,,,,,,5
r08-02-08,candidacy,pr,新,__TOTAL__,293,102,395,224,75,299,5
r08-02-08,candidacy,pr,前,無所属,,,,,,,5
r08-02-08,candidacy,pr,前,諸派,,,,,,,5
r08-02-08,candidacy,pr,前,__TOTAL__,354,66,420,320,60,380,5
r08-02-08,candidacy,pr,元,無所属,,,,,,,5
r08-02-08,candidacy,pr,元,諸派,,,,,,,5
r08-02-08,candidacy,pr,元,__TOTAL__,85,14,99,63,7,70,5
r08-02-08,candidacy,pr,計,無所属,,,,,,,5
r08-02-08,candidacy,pr,計,諸派,,,,,,,5
r08-02-08,candidacy,pr,計,__TOTAL__,732,182,914,607,142,749,5
r08-02-08,candidacy,total,新,無所属,23,6,29,,,,5
r08-02-08,candidacy,total,新,諸派,9,2,11,,,,5
r08-02-08,candidacy,total,新,__TOTAL__,498,229,727,,,,5
r08-02-08,candidacy,total,前,無所属,9,1,10,,,,5
r08-02-08,candidacy,total,前,諸派,,,,,,,5
r08-02-08,candidacy,total,前,__TOTAL__,383,70,453,,,,5
r08-02-08,candidacy,total,元,無所属,2,,2,,,,5
r08-02-08,candidacy,total,元,諸派,,,,,,,5
r08-02-08,candidacy,total,元,__TOTAL__,90,14,104,,,,5
r08-02-08,candidacy,total,計,無所属,34,7,41,,,,5
r08-02-08,candidacy,total,計,諸派,9,2,11,,,,5
r08-02-08,candidacy,total,計,__TOTAL__,971,313,1284,,,,5
