election_id,kind,section,status,party,male,female,total,dual_male,dual_female,dual_total,source_page
r08-02-08,candidacy,smd,新,自由民主党,50,8,58,,,,3
r08-02-08,candidacy,smd,新,中道改革連合,38,14,52,,,,3
r08-02-08,candidacy,smd,新,日本維新の会,32,8,40,,,,3
r08-02-08,candidacy,smd,新,国民民主党,53,19,72,,,,3
r08-02-08,candidacy,smd,新,参政党,101,79,180,,,,3
r08-02-08,candidacy,smd,新,日本共産党,98,57,155,,,,3
r08-02-08,candidacy,smd,前,自由民主党,165,18,183,,,,3
r08-02-08,candidacy,smd,前,中道改革連合,117,28,145,,,,3
r08-02-08,candidacy,smd,前,日本維新の会,30,3,33,,,,3
r08-02-08,candidacy,smd,前,国民民主党,21,6,27,,,,3
r08-02-08,candidacy,smd,前,参政党,,2,2,,,,3
r08-02-08,candidacy,smd,前,日本共産党,1,1,2,,,,3
r08-02-08,candidacy,smd,元,自由民主党,40,4,44,,,,3
r08-02-08,candidacy,smd,元,中道改革連合,5,,5,,,,3
r08-02-08,candidacy,smd,元,日本維新の会,13,1,14,,,,3
r08-02-08,candidacy,smd,元,国民民主党,2,1,3,,,,3
r08-02-08,candidacy,smd,元,参政党,,,,,,,3
r08-02-08,candidacy,smd,元,日本共産党,1,,1,,,,3
r08-02-08,candidacy,smd,計,自由民主党,255,30,285,,,,3
r08-02-08,candidacy,smd,計,中道改革連合,160,42,202,,,,3
r08-02-08,candidacy,smd,計,日本維新の会,75,12,87,,,,3
r08-02-08,candidacy,smd,計,国民民主党,76,26,102,,,,3
r08-02-08,candidacy,smd,計,参政党,101,81,182,,,,3
r08-02-08,candidacy,smd,計,日本共産党,100,58,158,,,,3
r08-02-08,candidacy,pr,新,自由民主党,66,18,84,49,8,57,3
r08-02-08,candidacy,pr,新,中道改革連合,45,16,61,38,14,52,3
r08-02-08,candidacy,pr,新,日本維新の会,33,9,42,32,8,40,3
r08-02-08,candidacy,pr,新,国民民主党,56,19,75,54,19,73,3
r08-02-08,candidacy,pr,新,参政党,34,19,53,27,19,46,3
r08-02-08,candidacy,pr,新,日本共産党,3,4,7,1,1,2,3
r08-02-08,candidacy,pr,前,自由民主党,161,17,178,151,16,167,3
r08-02-08,candidacy,pr,前,中道改革連合,134,31,165,115,28,143,3
r08-02-08,candidacy,pr,前,日本維新の会,27,3,30,27,3,30,3
r08-02-08,candidacy,pr,前,国民民主党,20,6,26,20,6,26,3
r08-02-08,candidacy,pr,前,参政党,,1,1,,1,1,3
r08-02-08,candidacy,pr,前,日本共産党,4,3,7,1,1,2,3
r08-02-08,candidacy,pr,元,自由民主党,51,6,57,39,4,43,3
r08-02-08,candidacy,pr,元,中道改革連合,8,,8,5,,5,3
r08-02-08,candidacy,pr,元,日本維新の会,13,1,14,13,1,14,3
r08-02-08,candidacy,pr,元,国民民主党,1,1,2,1,1,2,3
r08-02-08,candidacy,pr,元,参政党,,1,1,,,,3
r08-02-08,candidacy,pr,元,日本共産党,5,4,9,1,,1,3
r08-02-08,candidacy,pr,計,自由民主党,278,41,319,239,28,267,3
r08-02-08,candidacy,pr,計,中道改革連合,187,47,234,158,42,200,3
r08-02-08,candidacy,pr,計,日本維新の会,73,13,86,72,12,84,3
r08-02-08,candidacy,pr,計,国民民主党,77,26,103,75,26,101,3
r08-02-08,candidacy,pr,計,参政党,34,21,55,27,20,47,3
r08-02-08,candidacy,pr,計,日本共産党,12,11,23,3,2,5,3
r08-02-08,candidacy,total,新,自由民主党,67,18,85,,,,3
r08-02-08,candidacy,total,新,中道改革連合,45,16,61,,,,3
r08-02-08,candidacy,total,新,日本維新の会,33,9,42,,,,3
r08-02-08,candidacy,total,新,国民民主党,55,19,74,,,,3
r08-02-08,candidacy,total,新,参政党,108,79,187,,,,3
r08-02-08,candidacy,total,新,日本共産党,100,60,160,,,,3
r08-02-08,candidacy,total,前,自由民主党,175,19,194,,,,3
r08-02-08,candidacy,total,前,中道改革連合,136,31,167,,,,3
r08-02-08,candidacy,total,前,日本維新の会,30,3,33,,,,3
r08-02-08,candidacy,total,前,国民民主党,21,6,27,,,,3
r08-02-08,candidacy,total,前,参政党,,2,2,,,,3
r08-02-08,candidacy,total,前,日本共産党,4,3,7,,,,3
r08-02-08,candidacy,total,元,自由民主党,52,6,58,,,,3
r08-02-08,candidacy,total,元,中道改革連合,8,,8,,,,3
r08-02-08,candidacy,total,元,日本維新の会,13,1,14,,,,3
r08-02-08,candidacy,total,元,国民民主党,2,1,3,,,,3
r08-02-08,candidacy,total,元,参政党,,1,1,,,,3
r08-02-08,candidacy,total,元,日本共産党,5,4,9,,,,3
r08-02-08,candidacy,total,計,自由民主党,294,43,337,,,,3
r08-02-08,candidacy,total,計,中道改革連合,189,47,236,,,,3
r08-02-08,candidacy,total,計,日本維新の会,76,13,89,,,,3
r08-02-08,candidacy,total,計,国民民主党,78,26,104,,,,3
r08-02-08,candidacy,total,計,参政党,108,82,190,,,,3
r08-02-08,candidacy,total,計,日本共産党,109,67,176,,,,3
r08-02-08,candidacy,smd,新,れいわ新選組,6,4,10,,,,4
r08-02-08,candidacy,smd,新,減税日本・ゆうこく連合,7,,7,,,,4
r08-02-08,candidacy,smd,新,日本保守党,4,2,6,,,,4
r08-02-08,candidacy,smd,新,社会民主党,4,3,7,,,,4
r08-02-08,candidacy,smd,新,チームみらい,4,,4,,,,4
r08-02-08,candidacy,smd,新,安楽死制度を考える会,,,,,,,4
r08-02-08,candidacy,smd,前,れいわ新選組,3,4,7,,,,4
r08-02-08,candidacy,smd,前,減税日本・ゆうこく連合,3,1,4,,,,4
r08-02-08,candidacy,smd,前,日本保守党,,,,,,,4
r08-02-08,candidacy,smd,前,社会民主党,,,,,,,4
r08-02-08,candidacy,smd,前,チームみらい,,,,,,,4
r08-02-08,candidacy,smd,前,安楽死制度を考える会,,,,,,,4
r08-02-08,candidacy,smd,元,れいわ新選組,1,,1,,,,4
r08-02-08,candidacy,smd,元,減税日本・ゆうこく連合,2,,2,,,,4
r08-02-08,candidacy,smd,元,日本保守党,,,,,,,4
r08-02-08,candidacy,smd,元,社会民主党,1,,1,,,,4
r08-02-08,candidacy,smd,元,チームみらい,1,1,2,,,,4
r08-02-08,candidacy,smd,元,安楽死制度を考える会,,,,,,,4
r08-02-08,candidacy,smd,計,れいわ新選組,10,8,18,,,,4
r08-02-08,candidacy,smd,計,減税日本・ゆうこく連合,12,1,13,,,,4
r08-02-08,candidacy,smd,計,日本保守党,4,2,6,,,,4
r08-02-08,candidacy,smd,計,社会民主党,5,3,8,,,,4
r08-02-08,candidacy,smd,計,チームみらい,5,1,6,,,,4
r08-02-08,candidacy,smd,計,安楽死制度を考える会,,,,,,,4
r08-02-08,candidacy,pr,新,れいわ新選組,10,5,15,3,1,4,4
r08-02-08,candidacy,pr,新,減税日本・ゆうこく連合,10,,10,7,,7,4
r08-02-08,candidacy,pr,新,日本保守党,14,5,19,4,2,6,4
r08-02-08,candidacy,pr,新,社会民主党,10,5,15,5,3,8,4
r08-02-08,candidacy,pr,新,チームみらい,10,2,12,4,,4,4
r08-02-08,candidacy,pr,新,安楽死制度を考える会,2,,2,,,,4
r08-02-08,candidacy,pr,前,れいわ新選組,4,4,8,3,4,7,4
r08-02-08,candidacy,pr,前,減税日本・ゆうこく連合,3,1,4,3,1,4,4
r08-02-08,candidacy,pr,前,日本保守党,1,,1,,,,4
r08-02-08,candidacy,pr,前,社会民主党,,,,,,,4
r08-02-08,candidacy,pr,前,チームみらい,,,,,,,4
r08-02-08,candidacy,pr,前,安楽死制度を考える会,,,,,,,4
r08-02-08,candidacy,pr,元,れいわ新選組,2,,2,1,,1,4
r08-02-08,candidacy,pr,元,減税日本・ゆうこく連合,4,,4,2,,2,4
r08-02-08,candidacy,pr,元,日本保守党,,,,,,,4
r08-02-08,candidacy,pr,元,社会民主党,,,,,,,4
r08-02-08,candidacy,pr,元,チームみらい,1,1,2,1,1,2,4
r08-02-08,candidacy,pr,元,安楽死制度を考える会,,,,,,,4
r08-02-08,candidacy,pr,計,れいわ新選組,16,9,25,7,5,12,4
r08-02-08,candidacy,pr,計,減税日本・ゆうこく連合,17,1,18,12,1,13,4
r08-02-08,candidacy,pr,計,日本保守党,15,5,20,4,2,6,4
r08-02-08,candidacy,pr,計,社会民主党,10,5,15,5,3,8,4
r08-02-08,candidacy,pr,計,チームみらい,11,3,14,5,1,6,4
r08-02-08,candidacy,pr,計,安楽死制度を考える会,2,,2,,,,4
r08-02-08,candidacy,total,新,れいわ新選組,13,8,21,,,,4
r08-02-08,candidacy,total,新,減税日本・ゆうこく連合,10,,10,,,,4
r08-02-08,candidacy,total,新,日本保守党,14,5,19,,,,4
r08-02-08,candidacy,total,新,社会民主党,9,5,14,,,,4
r08-02-08,candidacy,total,新,チームみらい,10,2,12,,,,4
r08-02-08,candidacy,total,新,安楽死制度を考える会,2,,2,,,,4
r08-02-08,candidacy,total,前,れいわ新選組,4,4,8,,,,4
r08-02-08,candidacy,total,前,減税日本・ゆうこく連合,3,1,4,,,,4
r08-02-08,candidacy,total,前,日本保守党,1,,1,,,,4
r08-02-08,candidacy,total,前,社会民主党,,,,,,,4
r08-02-08,candidacy,total,前,チームみらい,,,,,,,4
r08-02-08,candidacy,total,前,安楽死制度を考える会,,,,,,,4
r08-02-08,candidacy,total,元,れいわ新選組,2,,2,,,,4
r08-02-08,candidacy,total,元,減税日本・ゆうこく連合,4,,4,,,,4
r08-02-08,candidacy,total,元,日本保守党,,,,,,,4
r08-02-08,candidacy,total,元,社会民主党,1,,1,,,,4
r08-02-08,candidacy,total,元,チームみらい,1,1,2,,,,4
r08-02-08,candidacy,total,元,安楽死制度を考える会,,,,,,,4
r08-02-08,candidacy,total,計,れいわ新選組,19,12,31,,,,4
r08-02-08,candidacy,total,計,減税日本・ゆうこく連合,17,1,18,,,,4
r08-02-08,candidacy,total,計,日本保守党,15,5,20,,,,4
r08-02-08,candidacy,total,計,社会民主党,10,5,15,,,,4
r08-02-08,candidacy,total,計,チームみらい,11,3,14,,,,4
r08-02-08,candidacy,total,計,安楽死制度を考える会,2,,2,,,,4
r08-02-08,candidacy,smd,新,無所属,23,6,29,,,,5
