election_id,tier,scope,block,prefecture,electors_male,electors_female,electors_total,voters_male,voters_female,voters_total,abstainers_male,abstainers_female,abstainers_total,source_page
r08-02-08,smd,all,,北海道,2019416,2302048,4321464,1194726,1308552,2503278,824690,993496,1818186,9
r08-02-08,smd,all,,青森県,477240,539943,1017183,244877,256964,501841,232363,282979,515342,9
r08-02-08,smd,all,,岩手県,471963,511604,983567,284789,296103,580892,187174,215501,402675,9
r08-02-08,smd,all,,宮城県,910562,973366,1883928,520376,536148,1056524,390186,437218,827404,9
r08-02-08,smd,all,,秋田県,369723,417104,786827,218981,232473,451454,150742,184631,335373,9
r08-02-08,smd,all,,山形県,412815,443738,856553,257414,263170,520584,155401,180568,335969,9
r08-02-08,smd,all,,福島県,732786,766185,1498971,433482,443617,877099,299304,322568,621872,9
r08-02-08,smd,all,,茨城県,1172885,1181455,2354340,629951,609298,1239249,542934,572157,1115091,9
r08-02-08,smd,all,,栃木県,788178,795304,1583482,427240,411999,839239,360938,383305,744243,9
r08-02-08,smd,all,,群馬県,769858,795086,1564944,419430,415927,835357,350428,379159,729587,9
r08-02-08,smd,all,,埼玉県,3027986,3090332,6118318,1651047,1617565,3268612,1376939,1472767,2849706,9
r08-02-08,smd,all,,千葉県,2589452,2652190,5241642,1415330,1404762,2820092,1174122,1247428,2421550,9
r08-02-08,smd,all,,東京都,5627744,5936254,11563998,3364713,3476095,6840808,2263031,2460159,4723190,9
r08-02-08,smd,all,,神奈川県,3803310,3893091,7696401,2153657,2129264,4282921,1649653,1763827,3413480,9
r08-02-08,smd,all,,新潟県,865575,925092,1790667,527497,526931,1054428,338078,398161,736239,9
r08-02-08,smd,all,,富山県,408876,437467,846343,226142,224496,450638,182734,212971,395705,9
r08-02-08,smd,all,,石川県,439637,476309,915946,252099,263242,515341,187538,213067,400605,9
r08-02-08,smd,all,,福井県,297210,316682,613892,164638,168648,333286,132572,148034,280606,9
r08-02-08,smd,all,,山梨県,326147,341188,667335,193147,197367,390514,133000,143821,276821,9
r08-02-08,smd,all,,長野県,817086,861359,1678445,504316,508102,1012418,312770,353257,666027,9
r08-02-08,smd,all,,岐阜県,771255,825882,1597137,458641,470043,928684,312614,355839,668453,9
r08-02-08,smd,all,,静岡県,1451254,1502827,2954081,864856,875276,1740132,586398,627551,1213949,9
r08-02-08,smd,all,,愛知県,3016339,3048385,6064724,1812513,1763535,3576048,1203826,1284850,2488676,9
r08-02-08,smd,all,,三重県,691626,733950,1425576,405643,418686,824329,285983,315264,601247,9
r08-02-08,smd,all,,滋賀県,558080,585498,1143578,325049,329982,655031,233031,255516,488547,9
r08-02-08,smd,all,,京都府,964335,1082770,2047105,546416,586089,1132505,417919,496681,914600,9
r08-02-08,smd,all,,大阪府,3431448,3810859,7242307,1927098,2144068,4071166,1504350,1666791,3171141,9
r08-02-08,smd,all,,兵庫県,2105254,2362142,4467396,1195084,1299941,2495025,910170,1062201,1972371,9
r08-02-08,smd,all,,奈良県,512611,586751,1099362,322539,360890,683429,190072,225861,415933,9
r08-02-08,smd,all,,和歌山県,356826,405343,762169,202153,221958,424111,154673,183385,338058,9
r08-02-08,smd,all,,鳥取県,211352,233932,445284,102365,109978,212343,108987,123954,232941,9
r08-02-08,smd,all,,島根県,254524,278687,533211,144873,150834,295707,109651,127853,237504,9
r08-02-08,smd,all,,岡山県,724940,793080,1518020,394955,422087,817042,329985,370993,700978,9
r08-02-08,smd,all,,広島県,1082426,1169793,2252219,552940,573650,1126590,529486,596143,1125629,9
r08-02-08,smd,all,,山口県,510332,573031,1083363,286745,321704,608449,223587,251327,474914,9
r08-02-08,smd,all,,徳島県,280896,310843,591739,156445,167925,324370,124451,142918,267369,9
r08-02-08,smd,all,,香川県,374384,408120,782504,214734,227944,442678,159650,180176,339826,9
r08-02-08,smd,all,,愛媛県,511320,577666,1088986,288002,317822,605824,223318,259844,483162,9
r08-02-08,smd,all,,高知県,264248,300717,564965,143219,167157,310376,121029,133560,254589,9
r08-02-08,smd,all,,福岡県,1962550,2225807,4188357,1073706,1205304,2279010,888844,1020503,1909347,9
r08-02-08,smd,all,,佐賀県,307813,346245,654058,184093,201405,385498,123720,144840,268560,9
r08-02-08,smd,all,,長崎県,494389,566180,1060569,282941,321233,604174,211448,244947,456395,9
r08-02-08,smd,all,,熊本県,664427,748531,1412958,380704,420378,801082,283723,328153,611876,9
r08-02-08,smd,all,,大分県,433018,484949,917967,255572,279863,535435,177446,205086,382532,9
r08-02-08,smd,all,,宮崎県,405584,460466,866050,219099,243079,462178,186485,217387,403872,9
r08-02-08,smd,all,,鹿児島県,602554,684261,1286815,338125,368367,706492,264429,315894,580323,9
r08-02-08,smd,all,,沖縄県,572418,604060,1176478,311793,328735,640528,260625,275325,535950,9
r08-02-08,smd,all,,合計,49844652,53366572,103211224,28474155,29588656,58062811,21370497,23777916,45148413,9
r08-02-08,smd,overseas,,北海道,940,1561,2501,215,333,548,725,1228,1953,10
r08-02-08,smd,overseas,,青森県,135,331,466,20,49,69,115,282,397,10
r08-02-08,smd,overseas,,岩手県,194,350,544,44,54,98,150,296,446,10
r08-02-08,smd,overseas,,宮城県,401,703,1104,95,161,256,306,542,848,10
r08-02-08,smd,overseas,,秋田県,156,249,405,24,41,65,132,208,340,10
r08-02-08,smd,overseas,,山形県,214,361,575,35,63,98,179,298,477,10
r08-02-08,smd,overseas,,福島県,450,688,1138,57,87,144,393,601,994,10
r08-02-08,smd,overseas,,茨城県,696,998,1694,208,281,489,488,717,1205,10
r08-02-08,smd,overseas,,栃木県,384,587,971,91,150,241,293,437,730,10
r08-02-08,smd,overseas,,群馬県,453,656,1109,129,146,275,324,510,834,10
r08-02-08,smd,overseas,,埼玉県,2174,3023,5197,744,887,1631,1430,2136,3566,10
r08-02-08,smd,overseas,,千葉県,2347,3136,5483,837,922,1759,1510,2214,3724,10
r08-02-08,smd,overseas,,東京都,11282,14814,26096,4602,4862,9464,6680,9952,16632,10
r08-02-08,smd,overseas,,神奈川県,5065,6599,11664,1747,1888,3635,3318,4711,8029,10
r08-02-08,smd,overseas,,新潟県,312,676,988,82,158,240,230,518,748,10
r08-02-08,smd,overseas,,富山県,221,298,519,48,89,137,173,209,382,10
r08-02-08,smd,overseas,,石川県,157,297,454,40,72,112,117,225,342,10
r08-02-08,smd,overseas,,福井県,130,206,336,37,51,88,93,155,248,10
r08-02-08,smd,overseas,,山梨県,231,353,584,40,71,111,191,282,473,10
r08-02-08,smd,overseas,,長野県,540,864,1404,134,180,314,406,684,1090,10
r08-02-08,smd,overseas,,岐阜県,358,636,994,94,152,246,264,484,748,10
r08-02-08,smd,overseas,,静岡県,1178,1500,2678,344,379,723,834,1121,1955,10
r08-02-08,smd,overseas,,愛知県,2036,2679,4715,656,738,1394,1380,1941,3321,10
r08-02-08,smd,overseas,,三重県,394,556,950,96,143,239,298,413,711,10
r08-02-08,smd,overseas,,滋賀県,315,437,752,80,122,202,235,315,550,10
r08-02-08,smd,overseas,,京都府,737,1138,1875,253,365,618,484,773,1257,10
r08-02-08,smd,overseas,,大阪府,2063,3266,5329,704,930,1634,1359,2336,3695,10
r08-02-08,smd,overseas,,兵庫県,1316,2195,3511,481,633,1114,835,1562,2397,10
r08-02-08,smd,overseas,,奈良県,349,580,929,115,177,292,234,403,637,10
r08-02-08,smd,overseas,,和歌山県,217,398,615,25,49,74,192,349,541,10
r08-02-08,smd,overseas,,鳥取県,81,176,257,14,31,45,67,145,212,10
r08-02-08,smd,overseas,,島根県,95,210,305,23,37,60,72,173,245,10
r08-02-08,smd,overseas,,岡山県,326,609,935,80,140,220,246,469,715,10
r08-02-08,smd,overseas,,広島県,712,1124,1836,147,236,383,565,888,1453,10
r08-02-08,smd,overseas,,山口県,349,601,950,49,85,134,300,516,816,10
r08-02-08,smd,overseas,,徳島県,103,212,315,25,45,70,78,167,245,10
r08-02-08,smd,overseas,,香川県,195,343,538,37,67,104,158,276,434,10
r08-02-08,smd,overseas,,愛媛県,269,433,702,44,81,125,225,352,577,10
r08-02-08,smd,overseas,,高知県,253,398,651,24,42,66,229,356,585,10
r08-02-08,smd,overseas,,福岡県,1031,1892,2923,224,393,617,807,1499,2306,10
r08-02-08,smd,overseas,,佐賀県,205,357,562,30,56,86,175,301,476,10
r08-02-08,smd,overseas,,長崎県,260,530,790,45,88,133,215,442,657,10
r08-02-08,smd,overseas,,熊本県,589,956,1545,47,101,148,542,855,1397,10
r08-02-08,smd,overseas,,大分県,163,320,483,28,67,95,135,253,388,10
r08-02-08,smd,overseas,,宮崎県,164,345,509,25,59,84,139,286,425,10
r08-02-08,smd,overseas,,鹿児島県,411,682,1093,42,99,141,369,583,952,10
r08-02-08,smd,overseas,,沖縄県,1380,2026,3406,51,95,146,1329,1931,3260,10
r08-02-08,smd,overseas,,合計,42031,61349,103380,13012,15955,28967,29019,45394,74413,10
r08-02-08,pr,all,北海道,北海道,2019416,2302048,4321464,1194583,1308466,2503049,824833,993582,1818415,13
r08-02-08,pr,all,東北,青森県,477240,539943,1017183,244861,256946,501807,232379,282997,515376,13
r08-02-08,pr,all,東北,岩手県,471963,511604,983567,284787,296088,580875,187176,215516,402692,13
r08-02-08,pr,all,東北,宮城県,910562,973366,1883928,520316,536122,1056438,390246,437244,827490,13
r08-02-08,pr,all,東北,秋田県,369723,417104,786827,218966,232469,451435,150757,184635,335392,13
r08-02-08,pr,all,東北,山形県,412815,443738,856553,257355,263120,520475,155460,180618,336078,13
r08-02-08,pr,all,東北,福島県,732786,766185,1498971,433457,443589,877046,299329,322596,621925,13
r08-02-08,pr,all,東北,計,3375089,3651940,7027029,1959742,2028334,3988076,1415347,1623606,3038953,13
r08-02-08,pr,all,北関東,茨城県,1172885,1181455,2354340,629936,609297,1239233,542949,572158,1115107,13
r08-02-08,pr,all,北関東,栃木県,788178,795304,1583482,427276,412081,839357,360902,383223,744125,13
r08-02-08,pr,all,北関東,群馬県,769858,795086,1564944,419436,415914,835350,350422,379172,729594,13
r08-02-08,pr,all,北関東,埼玉県,3027986,3090332,6118318,1651060,1617565,3268625,1376926,1472767,2849693,13
r08-02-08,pr,all,北関東,計,5758907,5862177,11621084,3127708,3054857,6182565,2631199,2807320,5438519,13
r08-02-08,pr,all,南関東,千葉県,2589452,2652190,5241642,1415236,1404685,2819921,1174216,1247505,2421721,13
r08-02-08,pr,all,南関東,神奈川県,3803310,3893091,7696401,2153642,2129191,4282833,1649668,1763900,3413568,13
r08-02-08,pr,all,南関東,山梨県,326147,341188,667335,193141,197363,390504,133006,143825,276831,13
r08-02-08,pr,all,南関東,計,6718909,6886469,13605378,3762019,3731239,7493258,2956890,3155230,6112120,13
r08-02-08,pr,all,東京都,東京都,5627744,5936254,11563998,3364598,3475969,6840567,2263146,2460285,4723431,13
